7.358e+05,30.475,24.625,23,22,168,1020,8.75,0.013025,0.77996,0.8626,0.6345,2.8832,0.05,0.02225,0.02,2.8523,5.8673,0.03125,1.8927,60.34,56.057,2.5675,382.17,24.172,35.138,-0.0345,7.358e+05
7.358e+05,30.137,24.913,23,22,168,1020,7.875,0.012915,0.77996,0.8626,0.611,2.8603,0.03975,0.01525,0.01125,2.8013,5.7088,0.033,1.885,61.804,56.54,2.6025,382.22,24.005,34.59,-0.06275,7.358e+05
7.358e+05,30.337,25.062,23,22,167.88,1020,8.25,0.013108,0.77996,0.8626,0.65275,2.907,0.082,0.0225,0.0185,2.9823,5.7248,0.07475,1.8866,65.965,56.068,2.7025,381.87,24.1,35.163,-0.20825,7.358e+05
7.358e+05,30.175,25.663,23,22,168.12,1020,8.75,0.01331,0.77996,0.8626,0.59833,2.846,0.07775,0.02625,0.0225,2.8235,5.9523,0.07775,1.8915,67.958,55.178,2.785,382.64,24.312,35.6,-0.0245,7.358e+05
7.358e+05,29.66,25.12,23,22,167.2,1020,7.4,0.01267,0.77996,0.8626,0.6392,2.8732,0.0696,0.0352,0.0196,2.9186,5.7606,0.0606,1.8954,72.682,55.908,2.82,384.61,24.126,34.692,-0.094,7.358e+05
7.358e+05,29.875,25.087,22.5,22,167.75,1020,8,0.01279,0.79809,0.8626,0.638,2.8275,0.06625,0.0385,0.02075,3.084,5.6917,0.08975,1.8895,76.21,55.947,2.7775,385.33,24.198,34.227,-0.0615,7.358e+05
7.358e+05,29.712,25,22.375,22,168,1020,7.75,0.012644,0.80253,0.8626,0.64,2.8173,0.07975,0.05,0.02075,2.7933,5.8053,0.10175,1.9058,80.301,55.803,2.5975,386.11,24.008,34.528,0.12,7.358e+05
7.358e+05,29.67,25.14,23,22,168.5,1020,8,0.012683,0.77996,0.8626,0.6026,2.8078,0.0806,0.0416,0.0196,3.153,5.6692,0.0864,1.9121,83.515,55.448,2.876,386.04,23.89,34.808,-0.1486,7.358e+05
7.358e+05,29.312,25.512,22.75,22,168.12,1020,7.75,0.012591,0.78903,0.8626,0.5935,2.7527,0.0675,0.03325,0.0205,2.9635,5.749,0.06525,1.8999,85.275,55.32,2.9025,385.68,24.058,34.645,-0.0275,7.358e+05
7.358e+05,28.625,26.9,23.375,21.75,168,1020,7.75,0.012758,0.7674,0.8731,0.5995,2.7698,0.06525,0.0295,0.01925,3.226,6.0868,0.0585,1.9089,91.396,53.273,2.8775,383.8,23.87,36.01,-0.06775,7.358e+05
7.358e+05,28.425,27.3,23,21.125,167.5,1020,8,0.012807,0.77996,0.89921,0.54,2.7418,0.05225,0.01675,0.019333,2.8912,5.787,0.03475,1.8927,90.676,53.208,2.83,384.48,23.973,35.992,0.09725,7.358e+05
7.358e+05,28.575,26.913,23,21.25,167.12,1020,7.75,0.01273,0.77996,0.89409,0.55125,2.7717,0.06575,0.034,0.02025,2.9188,6.0315,0.0465,1.8885,91.501,53.968,2.585,383.72,23.927,35.595,-0.1705,7.358e+05
7.358e+05,28.6,27.85,23.5,21.5,166.88,1020,10.25,0.013181,0.76334,0.88359,0.5785,2.7628,0.0545,0.0405,0.02375,2.9188,6.2642,0.065,1.9125,91.635,50.805,2.81,383.1,24.045,37.072,-0.0815,7.358e+05
7.358e+05,28.58,27.69,23,21.6,167.4,1020,10.3,0.013106,0.77996,0.87939,0.6024,2.7432,0.065,0.028,0.025,3.2694,6.3348,0.0486,1.8995,91.348,51.148,3.03,382.92,23.856,37.016,0.0742,7.358e+05
7.358e+05,28.288,27.663,23,21,168,1020,9,0.012866,0.77996,0.90458,0.56725,2.774,0.0875,0.043,0.027,3.1928,6.195,0.1275,1.9114,94.159,51.325,3.0725,383.27,23.7,36.633,-0.1835,7.358e+05
7.358e+05,27.975,27.613,23,21,168.12,1020,8.5,0.012615,0.77996,0.90458,0.607,2.6597,0.07575,0.033,0.0225,2.924,5.9612,0.08225,1.9211,94.18,51.167,3.3,383.26,23.515,36.5,-0.09375,7.358e+05
7.358e+05,27.875,27.587,23.25,21.125,168.38,1020,8.625,0.012525,0.77165,0.89921,0.5875,2.6622,0.06375,0.047,0.02,2.9235,5.7453,0.06,1.9217,92.332,50.498,3.315,382.74,23.43,36.197,-0.13375,7.358e+05
7.358e+05,27.6,27.488,23,21,167.75,1020,8.25,0.012289,0.77996,0.90458,0.533,2.63,0.06875,0.03625,0.02875,2.6008,5.6675,0.04775,1.9067,93.39,50.712,3.2925,383.06,23.343,35.83,-0.15175,7.358e+05
7.358e+05,27.325,27.538,22,21,167.62,1020,7.875,0.012108,0.81623,0.90458,0.533,2.616,0.099667,0.036,0.01725,2.8383,5.5927,0.081,1.8887,92.49,50.992,3.08,382.51,23.24,35.42,-0.021667,7.358e+05
7.358e+05,21.4,45.587,41.25,34.25,170.12,1020,71.75,0.01406,0.43313,0.55568,0.99833,3.4573,0.44833,0.27,0.060667,3.2363,10.49,0.304,2.0355,93.756,29.68,11.098,401.57,18.808,56.212,-0.15467,7.358e+05
7.358e+05,21.15,46.587,34,27.5,169.62,1020,68.125,0.014137,0.52206,0.68653,1.0112,3.3622,1.4743,0.471,0.10033,3.2992,10.096,1.4487,2.0238,89.962,30.035,11.172,401.26,18.812,56.515,0.01475,7.358e+05
7.358e+05,21,47.13,36.8,29.2,170.7,1020,72.1,0.014158,0.48126,0.64568,1.0076,3.5004,1.634,0.481,0.1034,3.2032,10.385,1.5524,2.074,90.391,28.322,11.804,403.58,18.806,56.518,-0.0598,7.358e+05
7.358e+05,20.85,47.875,32.25,25.75,171,1020,81,0.014258,0.55203,0.73499,1.0468,3.6035,1.0068,0.376,0.0895,3.3887,11.074,1.014,2.0189,91.025,26.49,12.908,406.51,18.585,57.77,-0.10275,7.358e+05
7.358e+05,20.72,48.95,29.8,23.6,171.6,1020,93.8,0.01446,0.59828,0.80319,1.0784,3.7574,0.8346,0.4022,0.092,3.403,11.635,0.7924,2.0167,88.051,24.406,14.11,410.36,18.24,59.734,-0.107,7.358e+05
7.358e+05,20.425,49.75,28.75,22,171.38,1020,95.75,0.014451,0.62091,0.8626,1.0225,3.6073,0.407,0.27625,0.0965,3.187,11.442,0.4175,2.1808,90.79,23.685,15.133,411.86,18.01,60.763,-0.06825,7.358e+05
7.358e+05,20.2,50.66,31.7,22.6,172.5,1020,99.2,0.014509,0.56189,0.83961,1.0582,3.677,0.7056,0.3394,0.1154,3.398,12.116,0.6544,2.5901,91.435,22.878,15.454,414.25,17.88,61.734,-0.1026,7.358e+05
7.358e+05,19.975,51.9,31.25,22,173.12,1020,109.5,0.014655,0.56943,0.8626,1.0522,3.597,0.62875,0.36325,0.10425,3.2243,11.697,0.644,2.4634,93.027,21.293,15.55,419.36,17.615,63.235,0.06875,7.358e+05
7.358e+05,19.62,52.62,30.4,22,172.8,1020,97.3,0.014529,0.58589,0.8626,0.9596,3.5542,0.6248,0.3152,0.13,3.5138,10.527,0.5738,2.469,91.856,23.308,15.976,418.01,17.46,63.596,-0.1192,7.358e+05
7.358e+05,19.5,53.45,30.25,22,173,1020,108.38,0.014652,0.58885,0.8626,0.97875,3.5932,0.60233,0.33725,0.13875,3.0387,10.579,0.58025,2.4729,94.772,22.392,15.99,420.45,17.367,64.365,-0.045,7.358e+05
7.358e+05,19.26,54,30.8,22,174.1,1020,104.3,0.014582,0.578,0.8626,0.9532,3.4072,0.77,0.365,0.1188,3.2084,10.714,0.6368,2.5094,94.266,21.876,16.274,420.39,17.07,65.328,-0.1302,7.358e+05
7.358e+05,18.975,54.712,28.75,20.25,173.5,1020,89,0.014505,0.62091,0.93921,0.93225,3.33,0.32175,0.2675,0.1055,3.0678,10.749,0.414,2.2302,102.17,23.613,16.012,415.73,16.905,65.683,-0.1235,7.358e+05
7.358e+05,18.8,55.175,27.75,20,172.38,1020,87,0.014469,0.64355,0.95076,0.866,3.229,0.26775,0.24975,0.10125,3.2545,10.342,0.3425,2.1854,106.81,24.352,15.277,413.85,16.93,65.65,-0.09825,7.358e+05
7.358e+05,18.72,54.84,26.8,19.6,172.2,1020,69.8,0.014322,0.66698,0.97117,0.8762,3.259,0.2526,0.1988,0.101,3.3906,9.7666,0.2878,2.0737,107.68,26.808,14.496,407.85,17.31,63.648,0.0434,7.358e+05
