Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3,e2vNO2,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S
735805.9003,40.21,15.51,22.8,25.1,173.8,24.7,9.4,0.013983008,0.787817398,0.754273276,0.7852,2.8416,0.1068,0.0594,0.0304,4.1672,4.5678,0.1144,1.90186,149.73792,60.588,5.86,392.81,33.782,17.352,0.0486
735805.9035,39.5,15.15,21.5,25.5,173.25,23.75,7.5,0.013158916,0.836087449,0.741899767,0.73875,2.79225,0.098,0.0375,0.02275,4.07875,4.6815,0.0855,1.8885,104.6844,60.58,4.5375,392.4625,33.61,16.585,-0.174
735805.9066,38.98,15.76,22.4,24.2,173.8,23.4,6.8,0.013345356,0.801719863,0.782676768,0.7288,2.8218,0.1238,0.1004,0.055,4.2032,4.3304,0.1426,1.89798,147.27566,61.424,4.912,392.3834,33.72,16.93,-0.1002
735805.9097,38.95,15.425,23.25,24.75,173,23.25,6.75,0.013044988,0.772403795,0.76489899,0.6635,2.7605,0.146,0.09875,0.056,4.07275,4.036,0.142,1.92035,274.737625,61.2375,5.9975,393.054,33.615,16.3375,0.01025
735805.9128,38.14,16.09,22.9,24.2,172.7,22.6,6.6,0.012990039,0.786075145,0.782676768,0.6334,2.7244,0.0774,0.0386,0.024,4.1494,4.1996,0.0674,1.89616,215.34674,60.596,5.992,392.1732,33.314,16.928,-0.1066
735805.9163,38.12,15.98,22,24.2,172.4,22.6,6.4,0.012875898,0.817608395,0.782676768,0.6072,2.7405,0.0838,0.0404,0.024,3.8956,4.0932,0.0568,1.90198,162.92544,61.006,4.466,392.5334,34.142,16.044,-0.038
735805.9194,39.6,15.2875,22,23.75,173.25,23,7,0.013381336,0.816226784,0.797924901,0.726,2.93225,0.0895,0.04575,0.02875,4.3525,4.5285,0.07825,1.901425,105.269975,60.65,4.69,392.76875,34.055,16.4625,0.093
735805.9226,38.5,16.95,22.8,23,173.5,23.6,8.6,0.013990602,0.787212943,0.824914161,0.9108,3.1358,0.119,0.0952,0.0578,4.4862,5.494,0.1562,1.9175,120.74954,57.47,6.004,394.23,32.966,19.282,0.0614
735805.926,36.15,19.07,23,21.4,171.7,23,7.4,0.013839899,0.779959483,0.88779024,0.837,3.0318,0.0978,0.0696,0.0402,4.2788,5.5108,0.0986,1.9037,103.63896,56.298,7.318,393.2198,31.802,21.146,0.0032
735805.9295,35.14,20.2,23,22,170.4,22.6,7,0.013858089,0.779959483,0.862603306,0.6662,2.8364,0.1034,0.0582,0.03,3.4642,5.2352,0.1048,1.90622,91.10204,56.216,5.022,391.24,31.228,22.27,0.034
735805.9326,34.775,20.3,23,22,170.5,22.625,6.75,0.013615282,0.779959483,0.862603306,0.652,2.7845,0.07975,0.02725,0.0225,3.3975,4.68125,0.03825,1.91895,89.379125,55.9825,3.61,391.27075,31.09,22.2425,0.057666667
735805.9354,34.725,20.425,23,23.5,170.5,23.5,7.25,0.013702314,0.779959483,0.806708388,0.65925,2.78025,0.0555,0.02275,0.01725,3.424666667,5.127,0.035,1.8916,87.054325,55.4875,3.4375,390.9915,31.15,22.3375,-0.0495
735805.9385,34.8,20.08,22.2,23.8,170,23.6,6.5,0.013532161,0.808973324,0.796168204,0.5654,2.639,0.053,0.0262,0.0206,3.586,4.625,0.0378,1.88128,87.73186,56.2,3.654,390.9498,31.008,22.13,-0.087
735805.9417,34.675,20.225,22,23,170.5,22.5,6.5,0.013520587,0.816226784,0.825073861,0.56925,2.674,0.06225,0.029,0.02225,3.3515,4.7625,0.0475,1.887225,89.088675,55.7175,3.2475,391.356,30.9475,22.0125,-0.00375
735805.9448,34.3,21.29,23.2,24.2,171.1,24,9.7,0.01393585,0.773914932,0.784298335,0.7212,3.0366,0.0916,0.0678,0.037,3.6228,5.369,0.0936,1.9344,114.58164,55.176,3.514,392.5066,30.336,24.234,0.2876
735805.9479,33.7625,22.875,24,26,171,25.75,10.375,0.014537353,0.746714456,0.726981352,0.8455,3.39825,0.0785,0.067,0.0405,3.71975,5.6635,0.09025,1.926,90.196225,56.9325,4.325,392.72075,28.57,28.5075,0.02
735805.9507,32.925,24.125,24,25,170,24,7.5,0.014618876,0.746714456,0.756818182,1.02275,3.5925,0.091,0.068,0.0435,3.86325,6.18175,0.1335,1.93135,94.19835,58.33,4.33,392.9895,28.295,29.82,-0.048
735805.9538,32.15,26.84,25,25,171,24.8,9.6,0.015568931,0.716599577,0.756818182,1.4162,4.2644,0.1104,0.1204,0.043,4.658,7.6642,0.1336,1.9035,98.4052,59.48,5.846,392.1516,27.18,35.104,-0.031
735805.9573,30.98,28.78,25,24.2,170.2,24.4,10.2,0.015604272,0.716129032,0.782676768,1.5368,4.1552,0.1166,0.1,0.0474,4.978,8.1922,0.1258,1.8969,100.32698,58.76,4.786,391.95,26.596,36.974,0.0622
735805.9608,30.62,28.4,24.9,24,169.8,23.8,9.3,0.015086886,0.719125155,0.789703557,1.1162,3.5732,0.104,0.08825,0.0362,4.3238,6.8202,0.1122,1.90832,98.84866,56.256,4.536,392.225,27.448,33.476,-0.0598
735805.9642,31.17,27.1,25.6,23.8,169,24,10.6,0.014892251,0.700967027,0.796168204,1.238,3.668,0.1606,0.1162,0.0576,4.7436,7.5556,0.163,1.94124,151.13866,54.282,4.66,392.79,28.376,30.866,-0.024
735805.9673,31.9,26.8375,25.75,23.25,169.75,24.25,12,0.0153505,0.695477336,0.815491875,1.0565,3.46825,0.13675,0.091,0.05725,3.97975,6.52975,0.12475,1.93015,149.146625,54.065,4.9325,392.65,28.35,31.425,0.262
735805.9701,32.025,27.25,25.75,24,169.625,24,9.625,0.015722252,0.694954508,0.789141414,1.20225,3.98925,0.118,0.09275,0.04125,4.85,6.9895,0.13025,1.9178,127.337525,57.6625,4.7175,392.025,27.6875,33.985,0.2425
735805.9733,31.92,27.7,25,24.2,169.2,24,9,0.015851513,0.716129032,0.782676768,1.1256,3.7618,0.105,0.0956,0.0378,4.3414,6.9006,0.11375,1.9007,102.98184,58.73,4.086,391.43,27.194,35.038,-0.0638
735805.9764,32.05,27.425,24.75,24,169.875,23.75,9.75,0.015792673,0.723775388,0.789844093,1.2115,3.90725,0.10525,0.08025,0.037,4.71075,7.10725,0.135,1.906075,101.439375,57.89,3.46,391.5125,27.955,33.73,0.281
735805.9795,32.14,26.78,25,24.4,169.4,23.8,8.8,0.015534071,0.716129032,0.776212121,0.991,3.6012,0.103,0.0742,0.0352,4.3478,6.2382,0.1222,1.90338,100.85502,58.66,3.306,391.915,28.088,32.268,0.0306
735805.983,32.49,25.86,25,24.4,169.9,24.2,8.4,0.015300273,0.716129032,0.776212121,1.024,3.7006,0.1192,0.0762,0.036,4.2174,6.8474,0.122,1.90468,102.52962,58.104,3.322,391.88,28.26,31.768,0.0796
735805.9861,32.7875,25.975,25.5,25.875,169.5,24.75,10.25,0.015630644,0.702012683,0.730637826,1.06575,3.6375,0.28575,0.16475,0.05275,4.58925,6.59875,0.34075,1.9354,105.131875,56.935,3.0775,391.98125,28.3475,31.95,0.0975
735805.9892,32.98,25.5,27.6,26.2,170.4,24.2,9.9,0.015471334,0.647563906,0.721456013,0.8952,3.5318,0.2134,0.1288,0.0556,4.2524,6.4346,0.2506,1.9578,104.66252,56.342,3.088,392.7884,28.292,31.756,0.1808
735805.9923,32.3,25.9625,24.75,25,170.5,25.75,10.25,0.015186369,0.723775388,0.756818182,0.81075,3.375666667,0.10475,0.10125,0.04725,3.93825,5.7225,0.15075,1.89355,99.7794,53.6475,3.195,393.31875,28.1525,31.705,-0.02375
735805.9955,31.86,26.34,24.4,24.6,170.4,25.5,10.8,0.015027318,0.734480287,0.769747475,0.951,3.4682,0.1194,0.1168,0.0504,4.3066,6.5548,0.1738,1.90056,101.75826,52.662,3.696,393.4934,28.132,31.896,-0.0526
735805.999,31.88,26.87,25,23.8,169.6,25,11.2,0.015339197,0.716129032,0.796168204,0.9198,3.5036,0.1282,0.115,0.0492,4.6062,6.6024,0.1672,1.91694,103.78034,52.892,3.396,393.0632,28.124,32.552,-0.0314
735806.0024,31.64,27.42,25,24,169.8,25,11.2,0.015450221,0.716129032,0.789141414,0.955,3.5538,0.1236,0.1118,0.0568,4.1058,6.6262,0.1826,1.91074,104.59546,52.896,2.384,392.9916,28.026,33.082,-0.0882
735806.0055,32.075,27.4,25,23.25,169,24.75,13.25,0.015842326,0.716129032,0.815491875,0.98825,3.58275,0.155,0.123,0.05275,4.12975,6.7885,0.215,1.94135,103.611525,51.945,3.2675,393.56675,28.1525,33.12,-0.01925
735806.0087,32.08,27.33,25.2,22.6,169.3,24,12.6,0.015817556,0.710482492,0.83960654,0.9862,3.6464,0.1278,0.1158,0.062,4.0444,6.4062,0.203,1.91826,105.46366,52.304,3.98,393.5782,28.036,33.288,-0.053
735806.0122,31.72,27.9,25,22,169.5,23.8,11.8,0.015798232,0.716129032,0.862603306,0.9514,3.5656,0.106,0.1094,0.0522,4.03775,6.39625,0.1626,1.90658,106.42162,52.292,3.808,392.345,27.728,34.386,-0.0316
735806.0156,31.4,28.26,25.4,22.2,169.1,24,11.8,0.015730437,0.704835953,0.854937717,0.936,3.4962,0.146,0.098,0.0506,4.2458,6.841,0.1776,1.92184,100.36448,51.854,2.924,392.115,27.718,34.196,-0.0002
735806.0187,31.1,28.0625,25.25,24,169.5,24.125,10.25,0.015330103,0.709070857,0.789141414,0.7645,3.38325,0.10575,0.06525,0.028,3.81,5.98725,0.09775,1.934125,97.96075,52.0875,2.585,392.1625,27.7375,33.09,-0.03275
735806.0354,30.2,29.425,26.25,21.25,169.875,22.5,9.5,0.015295161,0.681360986,0.894086974,0.7545,3.30025,0.177,0.1125,0.05325,4.22825,6.07925,0.18425,2.02865,100.37655,50.1275,3.895,395.177,26.9525,35.3075,-0.00575
735806.0385,29.7,30.07,25.4,20,169.9,22,8.5,0.015195388,0.704835953,0.950757576,0.6906,3.2456,0.0924,0.056,0.027,3.5632,5.7268,0.0838,1.94224,90.89568,51.042,3.21,393.955,26.74,35.978,-0.0848
735806.042,29.32,30.91,25,20,169.6,22,8,0.015291551,0.716129032,0.950757576,0.6876,3.2848,0.0816,0.0538,0.0264,3.2784,5.762,0.0802,1.90814,90.28882,51.36,2.102,392.5332,26.63,36.338,-0.08
735806.0455,29.11,31.47,25,20,169.3,22,7.8,0.015350442,0.716129032,0.950757576,0.7156,3.3262,0.0824,0.0676,0.0342,3.4898,5.679,0.0958,1.89198,86.73378,51.44,1.406,391.86,26.566,36.524,0.0786
735806.049,29.24,31.16,25,20,169.5,22,8.6,0.015313831,0.716129032,0.950757576,0.768,3.3472,0.108,0.0874,0.0492,3.6612,6.124,0.09725,1.90894,91.09372,50.564,1.294,392.7384,26.564,36.41,0.0986
735806.0521,29.25,31.1,25.25,20,170.125,22.25,9.75,0.015305279,0.709070857,0.950757576,0.90525,3.49375,0.2085,0.139,0.05225,4.22625,6.43425,0.21725,1.976625,95.301325,49.5975,1.95,395.102,26.6,36.42,0.172
735806.0552,29.22,31.6,27,21,169.7,23.2,12,0.01550224,0.661754945,0.90458153,0.876,3.5,0.2665,0.1956,0.0682,4.5812,6.2132,0.328,2.0487,115.06582,47.464,4.51,399.73,26.606,36.876,-0.0994
735806.0587,29.42,31.26,26.2,21.6,170.6,23.2,11.6,0.015533479,0.682668055,0.879394595,0.9548,3.6044,0.2108,0.208,0.085,4.2414,6.5634,0.2872,1.9455,103.58506,49.39,6.022,395.82,26.528,37.222,0.0054
735806.0618,29.4,31.5,25.5,21,169.125,23,11,0.015637119,0.702012683,0.90458153,1.01725,3.8025,0.117,0.13325,0.0755,4.10525,6.9265,0.1965,1.9104,99.666325,50.53,4.395,393.377,26.4375,37.6925,-0.14475
735806.0649,29.28,32.41,25.8,20.8,169.3,23,11.7,0.015947316,0.693542873,0.913816739,1.121,3.9166,0.1276,0.1622,0.0916,4.6862,6.9212,0.2152,1.90176,109.6261,50.144,3.682,393.5182,26.352,38.622,0.0304
735806.0684,28.96,33.5,29.9,21.8,170.2,25.6,17.4,0.01619972,0.60388046,0.871729007,1.2782,4.0922,0.2318,0.228,0.1122,5.6576,7.5434,0.3602,2.0346,366.46662,47.062,4.91,397.715,26.35,39.308,0.0116
735806.0719,29.06,33.9,27.4,21.6,169.2,25,17.8,0.016487983,0.652380102,0.879394595,1.3458,4.165,0.2128,0.2506,0.1288,4.925,7.805,0.3918,1.98976,175.94934,46.562,7.138,396.2682,26.248,40.02,0.0198
735806.075,29,34.1625,27,22,170,25,19.5,0.01656405,0.661754945,0.862603306,1.39675,4.13625,0.31075,0.34275,0.15775,5.07575,8.11625,0.494,1.968825,124.048525,45.945,7.455,397.0835,26.0275,40.955,-0.04925
735806.0781,28.64,35.2,32.8,23.8,170.2,27.4,23.9,0.016698053,0.54877637,0.797931289,1.54675,4.3518,0.7596,0.5452,0.1776,5.0846,8.8042,0.899,2.0542,367.01478,44.38,7.78,398.6666,25.894,42.07,-0.0842
735806.0816,28.4,36.78,40,26.4,170.8,30.8,34.4,0.017211243,0.443672871,0.716767368,1.7024,4.4112,1.0824,0.7122,0.209,5.8338,9.5424,1.271,2.16068,443.95,40.514,9.82,402.845,25.564,44.262,0.1218
735806.0851,28.12,37.6,40.2,27,171.6,34.1,41.4,0.017316107,0.440843475,0.699749325,1.7436,4.345,1.1086,0.793,0.255,5.953,9.4578,1.3046,2.17344,617.1315,38.694,12.586,405.64,25.29,44.972,0.0552
735806.0885,27.92,36.85,42.1,27.2,172,34.6,35.4,0.016774198,0.426136746,0.699400657,1.6038,4.2654,0.547,0.4108,0.1794,5.3972,8.87575,0.6106,2.14664,796.1362,40.496,13.398,405.3234,25.368,43.426,0.14425
735806.0917,27.9,35.9125,27.75,21.75,171.25,26.5,23.375,0.016327997,0.643967855,0.873097862,1.483,4.1865,0.19225,0.26975,0.124,4.977666667,8.80025,0.36925,1.944325,186.363875,43.3975,12.0975,401.73325,25.4425,42.1925,-0.0605
735806.0948,27.9,35.69,27,21,170.9,25.6,23,0.016226835,0.661754945,0.90458153,1.4858,4.2698,0.1906,0.268,0.1414,5.1384,8.8594,0.3248,1.932,140.31184,43.148,11.074,401.12,25.294,42.402,0.0438
735806.0983,27.88,35.52,27,21,170.8,27,28,0.016130693,0.661754945,0.90458153,1.4532,4.2356,0.1938,0.251,0.1224,5.9284,8.4522,0.285,1.9536,138.58916,39.76,13.368,400.78,25.368,41.996,0.0948
735806.1017,27.76,35.53,29.6,21.8,171,26.2,23.8,0.016022493,0.602798201,0.870998951,1.4652,4.1874,0.2402,0.277,0.1002,8.2506,8.248,0.2696,2.21364,189.24448,42.262,14.256,401.5798,25.624,40.848,-0.0704
735806.1049,27.8,35.1875,29.5,21.25,170.625,24.875,19.75,0.015905213,0.605050918,0.894086974,1.32675,4.20475,0.25325,0.336,0.11125,5.915,7.73525,0.284,2.113225,181.7098,44.785,14.22,399.23525,25.8075,40.215,0.07825
735806.108,27.72,35.62,30.1,21.4,170.7,24.6,16.8,0.016034303,0.593272556,0.88779024,1.2648,4.1576,0.2384,0.2718,0.1115,5.096,7.6722,0.307,1.95998,373.36328,47.878,10.23,397.6098,25.568,41.1,0.0374
735806.1114,27.58,36.1,27.2,21,170.4,23.2,15.4,0.016100121,0.656900116,0.90458153,1.2346,4.1726,0.2186,0.2318,0.1104,5.289,7.6984,0.2926,1.9316,152.29124,48.306,6.922,397.17,25.25,42.014,0.0296
735806.1149,27.42,36.4,27.5,21,169.9,23,15.2,0.016082688,0.649573737,0.90458153,1.187,4.2188,0.23,0.233,0.1142,4.748,7.3046,0.2888,1.97682,152.6474,48.514,5.618,397.2818,25.21,41.896,-0.0712
735806.1184,27.28,36.24,30,21.4,170.2,24,14.6,0.015898595,0.598298733,0.88779024,1.2046,4.1178,0.2374,0.2328,0.1102,5.4018,7.3132,0.3436,1.98854,306.97684,49.074,5.126,397.5832,25.244,41.406,-0.0442
735806.1219,27.26,36.51,28.8,21.2,171,23.2,13.6,0.015985052,0.620275586,0.896185885,1.2048,4.1036,0.2428,0.2086,0.1052,5.2136,7.25,0.3152,1.94472,337.84604,49.468,4.86,397.1084,25.136,41.838,-0.0666
735806.125,27.175,36.7,28.75,21.25,171.125,23.25,14.625,0.015998126,0.622254289,0.894086974,1.22525,4.18975,0.38,0.289,0.10675,5.80775,7.323,0.397666667,1.9718,248.390525,48.8725,4.585,397.4415,24.95,42.385,-0.188
735806.1281,27.04,37.02,35,23,171,26.1,17,0.016013337,0.509247441,0.82555296,1.3382,4.2156,0.4282,0.323,0.1344,5.8886,7.4298,0.5718,2.04716,631.49536,46.806,5.884,399.32,25.054,42.246,-0.1168
735806.1316,26.98,37.54,30.7,22,170.6,24.9,19.5,0.016176778,0.58042993,0.862603306,1.476,4.2234,0.274,0.2698,0.1256,5.2,7.7502,0.3958,1.9868,329.38534,44.03,8.146,400.0882,24.958,43.208,0.1056
735806.1347,26.875,38.1125,28.75,21,171.25,25.25,22.5,0.016317855,0.620907416,0.90458153,1.53125,4.20875,0.260666667,0.29375,0.14375,5.34175,7.934,0.375,1.956375,195.214725,42.2875,9.6475,400.275,24.7975,44.41,0.21125
735806.1378,26.7,39.09,32.3,21.8,170.8,28.3,27.6,0.016551992,0.551115067,0.870998951,1.7184,4.3536,0.3364,0.3338,0.1804,5.4408,8.3984,0.422,1.97902,457.10662,41.064,10.116,401.2564,24.514,45.796,0.2004
735806.141,26.425,39.8875,37,22.5,170.875,32,33.5,0.016636134,0.481452459,0.844351904,1.68275,4.36625,0.41475,0.45825,0.1735,5.09,8.607,0.57,2.07015,752.22985,39.66,10.375,402.26675,24.08,47.1325,0.197
735806.1441,26.08,40.16,31.8,22.7,170.6,27.5,32,0.016402967,0.562617774,0.836657191,1.5724,4.1154,0.4904,0.5176,0.1784,4.2652,8.128,0.572,1.99862,243.47184,38.966,10.294,401.2948,23.712,47.482,0.0668
735806.1472,25.825,39.875,30.75,23,171.125,28,38,0.016046043,0.579636474,0.825073861,1.4545,4.014,0.54875,0.5885,0.1735,4.20625,8.2385,0.663,1.974225,133.90775,35.4075,11.0125,401.627,23.5975,47.0325,0.01625
735806.1503,25.7,39.97,28.6,22.2,170.8,28,38.8,0.015955699,0.624222093,0.854937717,1.4942,3.9286,0.257,0.4694,0.143,4.281,8.9934,0.4066,1.9781,129.40666,36.058,12.62,401.625,23.326,47.598,-0.014
735806.1535,25.35,41.6375,27.375,22,170.5,27.25,35.375,0.016280977,0.652596972,0.862603306,1.534,4.078,0.3005,0.47225,0.19675,4.21525,8.99725,0.5475,1.98745,136.739575,38.425,10.33,403.1875,22.6425,50.505,-0.2295
735806.1566,24.92,42.62,28,22.4,171.5,26.6,34.3,0.016251331,0.637480799,0.847272128,1.36925,3.8306,0.3768,0.423,0.1764,4.0496,8.1802,0.5836,2.00432,127.39316,37.962,8.03,402.6866,22.384,50.822,0.1566
735806.1597,24.7,42.6,28,22,171.375,26,32.375,0.016031612,0.637480799,0.862603306,1.2355,3.585,0.27075,0.277,0.14775,3.57675,6.95425,0.333,1.9529,115.334675,37.34,7.56,400.12525,22.5925,49.2975,0.10375
735806.1628,24.7,42.56,26.8,20.8,170.9,25,27.4,0.016016559,0.666983223,0.913816739,1.1336,3.4236,0.172,0.2436,0.1376,3.5268,6.6846,0.284,1.91022,107.48184,38.62,6.616,398.905,22.694,48.976,0.0645
735806.1663,24.76,42.28,27.3,20.8,171.3,26.2,33.6,0.015960711,0.65498355,0.913816739,1.1256,3.475,0.3396,0.3142,0.148,3.6775,6.5555,0.438,1.93664,109.78094,34.9,7.418,399.8416,22.94,48.298,0.2474
735806.1694,24.875,42.35,29,22,171.875,29.25,48.625,0.016105075,0.615257399,0.862603306,1.245,3.46775,0.35825,0.33625,0.1385,3.196,7.07025,0.44375,2.046525,120.8479,30.07,11.29,402.00225,22.735,49.22,-0.0865
735806.1726,24.74,42.66,32.3,22.3,172,30.4,47.4,0.016092692,0.562077703,0.854319603,1.2212,3.4278,0.6844,0.669,0.169,4.0346,6.9978,0.7218,2.07134,216.96174,31.028,13.546,404.3098,22.658,49.454,0.0224
735806.176,24.82,42.42,43.6,25.2,172.2,39,45.9,0.016086278,0.404217119,0.751790123,1.4174,3.42,0.4656,1.413,0.1682,4.473,7.1366,0.4406,2.14884,1101.06904,34.022,13.798,405.5666,22.826,48.75,0.0448
735806.1795,25,41.19,29.8,21.6,171.7,27.5,32.4,0.015788553,0.604522205,0.880124651,1.1824,3.2924,0.1812,1.1894,0.123,3.1478,6.5416,0.227,1.94678,379.12928,37.67,9.998,400.215,23.008,47.23,0.072
735806.183,25.24,39.72,26.2,20.8,170.6,24.2,24.8,0.015433017,0.682668055,0.913816739,1.0248,3.1604,0.2374,0.487,0.1116,3.3514,6.0834,0.313,1.94058,118.66122,39.754,6.418,398.6634,23.324,45.4,0.0452
735806.1864,25.38,39.04,36.8,22.6,171.2,30.1,28,0.015300194,0.48775269,0.840975395,1.154,3.2572,0.4456,0.3488,0.12475,4.2232,6.6532,0.4428,2.09354,555.3488667,39.102,5.28,401.7266,23.416,44.966,-0.0176
735806.1996,24.72,41,35.7,25,172.5,26.8,34.9,0.0154402,0.496265122,0.756818182,1.1192,3.337,1.0778,0.534,0.1708,3.436,6.6804,1.1368,2.16408,133.05965,34.944,7.652,405.8718,22.382,48.356,0.0388
735806.2031,24.45,41.66,35.4,24.2,172.3,26.2,32,0.015448623,0.500732068,0.782676768,1.1308,3.361,0.8466,0.4612,0.142,3.3538,7.1888,0.9465,2.17388,196.92548,35.85,7.436,404.4134,22.27,48.666,0.051
735806.2066,24.24,42.3,34.8,23.8,171.8,27,35.7,0.015493186,0.512954429,0.796730347,1.2488,3.4888,0.837,0.4318,0.1594,3.805,7.6116,0.8602,2.1795,172.41778,34.832,7.018,405.515,22.016,49.678,-0.1106
735806.2097,24.1,42.8875,38.5,25,172.25,29.875,39.75,0.015574121,0.462239878,0.757439782,1.32175,3.52475,0.991666667,0.52525,0.1615,3.86025,7.4505,1.04275,2.26085,555.389675,34.415,7.705,406.156,21.8725,50.155,0.03875
735806.2128,24.08,42.59,37.8,24,172.6,30.8,35.7,0.015435183,0.477279822,0.793894922,1.2514,3.2318,0.5272,0.3246,0.1456,3.4638,7.176,0.5426,2.13286,638.98662,35.682,7.522,404.44,22.216,48.56,-0.082
735806.2163,24.44,41.24,26.8,20.4,171.2,25.2,30.8,0.015279804,0.667356671,0.932287157,1.2738,3.2914,0.2764,0.3434,0.155,4.4736,7.2066,0.4178,1.96582,157.54286,35.464,6.398,402.7448,22.588,47.052,0.086
735806.2194,24.525,40.9,32.5,22.25,172.5,33,56.375,0.015240708,0.556920976,0.854732389,1.4085,3.2945,0.614,0.52825,0.20425,5.54625,7.7985,0.801,2.30765,290.316325,26.315,12.2475,411.4375,22.765,46.5175,0.11
735806.2226,24.64,41.18,35.1,23,171.8,36.1,55.4,0.015449299,0.510196078,0.82555296,1.4244,3.4906,0.599,0.5994,0.2432,3.9588,7.6444,0.8086,2.0806,678.37226,28.724,16.602,409.685,22.764,47.332,0.2794
735806.226,24.48,42.35,35.4,23,173.1,37.9,62.1,0.015728392,0.503365852,0.82555296,1.5068,3.533,0.6,0.5128,0.2034,3.6752,8.0374,0.767,2.096,702.13368,27.914,15.95,411.8182,22.26,49.734,0.1204
735806.2295,24.14,43.37,33.3,23.2,173.6,32.2,61,0.015764061,0.536183426,0.818526171,1.4766,3.4348,0.5068,0.413,0.1806,3.212,7.8344,0.6616,2.0441,242.9811,27.812,15.108,409.99,21.88,50.968,0.0638
735806.233,23.84,43.92,29.6,21.8,173,30.2,56.8,0.015697056,0.602526028,0.870998951,1.484,3.4074,0.3456,0.3998,0.1798,3.4952,7.8682,0.5258,1.98376,134.84402,28.756,13.538,408.0434,21.834,50.948,0.0318
735806.2364,23.72,44.72,28,21,172.6,30.6,62.4,0.015867486,0.637480799,0.90458153,1.5784,3.588,0.3042,0.404,0.2022,3.189,8.2934,0.5172,1.99326,139.04628,27.676,12.458,408.0182,21.598,52.324,0.0466
735806.2396,23.5,45.725,29.75,21.5,171.875,31.5,69,0.01601908,0.599400901,0.883592418,1.683,3.712,0.483,0.4615,0.213,3.47975,8.8285,0.64325,2.033725,145.935625,26.6075,12.315,409.74175,21.3025,53.7675,0.243
735806.2427,23.26,46.98,36.1,23.6,173.7,36.9,79.8,0.016200258,0.50329283,0.806656302,1.842,3.7404,0.7108,0.605,0.2534,4.5248,9.09225,0.8734,2.12876,413.92972,25.218,13.202,412.9234,21.028,55.228,0.2008
735806.2462,23.2,47.46,35.7,22.4,173.1,39,80.5,0.01631951,0.49667101,0.847272128,1.9996,3.769,0.4784,0.5108,0.2404,4.52425,9.449,0.6478,2.1217,679.50436,25.736,13.676,412.4698,21.202,54.924,0.1692
735806.2496,23.18,47.62,38.7,23.2,173.8,44.9,85.7,0.016354355,0.458551391,0.817887372,1.9746,3.8692,0.4016,0.5274,0.2444,4.315,9.617,0.6066,2.1654,920.60404,25.092,14.016,413.5248,21.152,55.044,0.1992
735806.2531,23.26,46.58,29.8,21.2,172.8,33.2,74.5,0.016081906,0.598797017,0.896185885,1.7932,3.6956,0.3294,0.467,0.2474,3.3862,8.843,0.5774,2.00906,287.06532,26.798,12.896,409.64,21.406,53.272,0.1752
735806.2562,23.45,45.9,33.625,22,173.375,37.125,79.875,0.016023413,0.534640835,0.863515876,1.9615,3.832,0.44975,0.55,0.26525,4.38675,9.2745,0.70575,2.09945,472.741625,25.7975,12.565,413.077,21.615,52.555,0.31525
735806.2594,23.58,45.39,34.2,22.8,173.8,41.1,87.8,0.015969873,0.528267821,0.83257975,1.8554,3.6844,0.3728,0.5644,0.285,3.8092,9.0088,0.7584,2.05884,709.41148,24.716,14.706,412.4084,21.682,52.024,0.4366
735806.2628,23.7,44.75,29.2,22.2,174.2,36.8,94.8,0.015862886,0.611536894,0.854937717,1.9034,3.7888,0.45,0.64,0.28775,3.91,9.2162,0.8166,2.02736,283.93974,23.138,15.942,413.655,21.618,51.9,0.5946
735806.266,23.7,44.25,29,22,173.75,38.75,102.125,0.015682143,0.614880732,0.862603306,1.934,3.68625,0.47075,0.6165,0.31075,4.6345,9.216,0.8155,2.094825,220.53735,20.9575,18.6775,414.3395,21.6575,51.16,0.24125
735806.2691,23.66,44.26,33.3,23.1,174,46,116.3,0.015647766,0.537843925,0.821634993,2.0696,3.6834,0.5964,0.6685,0.3254,5.8918,9.8344,0.978,2.19974,476.65948,18.722,21.912,416.95,21.546,51.53,0.2902
735806.2726,23.6,44.5,33.5,23.4,174.9,50.6,137.3,0.01567594,0.530070665,0.810221783,2.0108,3.7282,0.6,0.6788,0.2968,6.1056,10.2488,0.8988,2.39392,363.0898,15.618,25.87,419.7334,21.31,52.318,0.1578
735806.276,23.5,44.74,34.4,23,174.9,53.4,151.2,0.015665672,0.515653143,0.824275362,2.0746,3.7208,0.5622,0.5436,0.2846,6.7332,10.6318,0.7514,2.5165,244.05448,13.408,30.022,423.3866,21.254,52.43,0.332
735806.2792,23.35,45.175,35,23,175.5,58.25,163,0.015675155,0.50640041,0.824275362,2.04475,3.70625,0.521,0.55575,0.2595,6.64825,10.34675,0.793333333,2.66455,241.64575,12.13,33.045,426.46675,21.035,53.23,0.14025
735806.2823,23.3,45.26,32.9,22.6,175.2,50.3,140.7,0.015657431,0.540197542,0.83960654,2,3.6056,0.4852,0.5142,0.263,6.1762,9.6416,0.7188,2.67514,186.78828,15.284,32.472,424.7832,21.154,52.662,0.3966
735806.2854,23.275,45.225,32.375,22,174.5,47,134.25,0.015621647,0.549005355,0.862603306,2.08,3.65025,0.44375,0.4855,0.264,6.19275,9.902,0.65525,2.709875,165.50005,16.0175,30.1775,424.375,20.96,53.38,0.08025
