Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3v,e2vNO2v,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S
735800.748605324,40.725,14.675,25,55.875,175.5,25.75,69.375,0.0136266143230462,0.756818181818182,0.380810952239524,2.33175,5.21275,0.29,0.11725,0.0315,5.48675,8.40775,0.25375,1.939575,128.654675,69.925,3.7775,391.45425,33.6125,15.3725,0.22025
735800.751743056,40.68,13.93,24.4,55,175,25.2,65.3,0.0129034953893926,0.776212121212121,0.387266912981199,1.859,4.5312,0.2306,0.0876,0.0274,4.818,7.9784,0.1864,1.9233,125.8464,67.938,3.668,390.9918,33.586,14.204,-0.0816
735800.754837963,40.3,14.075,24.25,54.875,174.5,25.25,64.5,0.012774223679223,0.781060606060606,0.388185588185588,1.93725,4.62225,0.22175,0.072,0.02775,4.7065,7.42575,0.154,1.918375,123.082975,67,3.11,390.2915,33.7675,14.245,0.06375
735800.757621528,40.35,12.6875,22.625,55.25,175,25,66.75,0.01154750508448,0.841027541691009,0.3853860425289,1.108,3.6995,0.148,0.0415,0.0176666666666667,3.3975,5.45825,0.07075,1.881375,118.587775,61.3625,2.595,389.0895,33.9325,11.9025,0.067
735800.760405093,40.2,12.725,21.75,54.5,174,24.75,61.875,0.0114897647159616,0.873097861734225,0.391001591001591,1.14075,3.80675,0.16,0.046,0.0135,3.67625,6.20225,0.104,1.883175,113.234625,61.9975,1.925,389.34175,33.3325,12.2625,0.054
735800.763194444,40.1875,13.2,22.75,54.25,174.125,24.5,60.375,0.0119110014052461,0.833857348185412,0.392895992895993,1.439,4.221,0.166,0.0473333333333333,0.0225,3.998,6.33175,0.1115,1.8944,117.177,64.2575,2.1025,389.75,33.6325,12.5,0.086
735800.765536266,40.2333333333333,13.4666666666667,23,54,173.5,25,68.1666666666667,0.0121819451000501,0.824275362318841,0.394790394790395,1.40833333333333,4.03033333333333,0.164333333333333,0.0413333333333333,0.0243333333333333,4.071,6.41066666666667,0.113666666666667,1.88356666666667,116.220433333333,63.0066666666667,2.25666666666667,389.033333333333,33.9466666666667,12.5,0.0326666666666667
735801.264240741,21.55,43.32,40.5,41.3,176.7,110.6,634.4,0.013469980163162,0.492430267169433,0.610465304355047,1.35325,4.5696,1.4448,0.8982,0.2656,4.0662,12.3236,1.7146,2.2185,174.45206,27.496,9.848,416.5116,20.852,46.592,-0.0488
735801.26734809,22.2,41.7,34.75,25.5,176.25,50.75,349.375,0.0134939919570641,0.539720801084437,0.862292351523121,1.4605,4.71725,1.1185,0.72825,0.2585,3.507,12.33125,1.21875,2.221575,144.1755,25.875,9.7025,422.35625,19.8025,50.0525,0.119
735801.270133102,22.2,41.775,31.75,23.5,176.375,46.75,254.625,0.0135180648511504,0.592008797653959,0.936136327440675,1.50025,4.99275,1.20875,0.84325,0.268,3.8315,12.97575,1.28575,2.2145,154.584775,26.5625,9.3725,422.78775,19.7225,50.305,0.0445
735801.273266204,22.08,42.09,33.7,25.4,175.6,44.6,208.9,0.0135207566326819,0.557144895327876,0.864969287123133,1.4558,4.7026,1.316,0.825,0.2486,3.655,12.6805,1.4414,2.23326,146.27576,26.24,9.098,420.3184,19.578,50.748,0.02675
735801.276374422,21.9875,42.05,34,26.75,176.25,44.125,189.25,0.0134319022962714,0.551470588235294,0.819573588804358,1.49675,4.67675,1.289,0.8445,0.28025,4.09666666666667,12.90025,1.46475,2.2854,165.406075,25.97,9.43,420.14375,19.67,50.335,-0.01675
735801.279171007,22.05,42.0125,35.5,27.5,175.75,45.25,181.25,0.0134711891870527,0.527911505852682,0.796674225245654,1.515,4.73375,1.57625,0.933,0.28425,4.9895,13.46425,1.62,2.605275,187.974475,25.325,10.475,422.4625,20.165,48.74,0.1875
735801.282287037,22.01,42.26,35.6,28,176.3,44,178.9,0.0135172799349471,0.525937950937951,0.781789638932496,1.381,4.3436,1.1376,0.7096,0.2396,3.6366,11.9866,1.2112,2.52924,144.81148,25.496,11.186,424.9248,19.56,51.104,0.096
735801.28541088,22.025,41.675,33.5,27.5,175.5,40.25,149.875,0.0133421504376502,0.560113163722789,0.796674225245654,1.32725,4.229,0.986,0.66725,0.22275,3.08825,11.15125,1.0815,2.30385,139.8981,29.38,9.5175,416.35625,20.225,47.9875,0.1335
735801.288548611,22.18,41.15,33.2,27.4,175.6,40.8,153.1,0.0132998668499006,0.565514773402474,0.799651142508285,1.407,4.3178,0.8212,0.6184,0.2168,3.3862,11.409,0.95,2.28082,159.24728,27.702,8.722,417.6668,20.368,47.914,0.0578
735801.291652199,22.125,41.6,33.25,27.5,176,43.75,164.125,0.0134001290012181,0.564704531950521,0.796674225245654,1.5925,4.4335,0.7295,0.5985,0.223,3.844,12.1035,0.84775,2.32905,196.51105,25.2625,9.0825,420.346,19.9675,49.49,0.17275
735801.294447338,22.1,42.0125,31.25,27,175.375,43.75,168,0.0135122531781317,0.601783968719453,0.811558811558812,1.687,4.574,0.6385,0.555,0.185,3.557,12.31725,0.74275,2.2948,130.877625,23.46,9.7925,421.98325,19.685,50.7825,0.30225
735801.297560185,21.82,42.71,31.2,26.2,176,45.2,171.6,0.0135037386980829,0.602761485826002,0.83720609874456,1.6876,4.4312,0.6626,0.5866,0.228,3.4002,11.9222,0.7776,2.29286,149.29046,22.248,10.97,423.2766,19.412,51.75,0.1774
735801.300685764,21.9,42.1875,34.25,28,176.25,48.875,165.875,0.0134036213062821,0.548744462282012,0.783278097563812,1.79175,4.55025,2.21375,0.606666666666667,0.2095,4.56,11.67675,1.1995,2.431375,288.887275,21.7275,12.6275,424.66225,19.5475,50.725,0.528
735801.303821759,22.26,41.19,37.9,31.8,175.9,53.2,176.7,0.0133777156456272,0.493224621382516,0.686905473033818,1.8466,4.3308,1.31,0.5666,0.2258,5.6406,11.9202,1.0808,2.65028,248.72076,17.082,15.69,424.8684,19.892,49.478,0.246
735801.306929977,22.5,40.6,36,28.75,177,71.375,226.75,0.0133800230418753,0.520388724336093,0.761002544253776,1.99725,4.36025,1.16075,0.6705,0.254,6.15975,11.93875,1.09625,2.739525,189.4851,4.615,27.96,431.10825,20.4725,47.8225,0.33425
735801.310065972,22.78,40.28,44.4,29.2,176.6,108.6,233.9,0.0135025988211802,0.42390522580134,0.748899835796388,1.926,4.228,0.906,0.5708,0.2188,5.3986,11.25,1.01725,2.63778,1098.67382,4.61,39.294,429.4384,20.83,47.218,0.1576
735801.313177084,22.775,40,36.375,27.25,175.625,91.625,189.875,0.0134046932615032,0.51806875282485,0.804116518402233,1.77375,3.9465,0.62075,0.555,0.21625,4.31825,10.14325,0.777,2.278775,835.8646,16.2125,37.01,418.83725,20.51,47.87,0.045
735801.315975116,22.925,39.8,41.375,28,174.625,84.875,141.75,0.0134591679543223,0.452288005072583,0.781789638932496,1.74975,3.87825,0.54325,0.546,0.21,4.2465,10.492,0.7525,2.288,1286.168225,24.4475,27.105,414.38975,21.0325,46.41,-0.0325
735801.319092593,23.3,38.81,39.9,28,175.2,76.4,137.2,0.0134257249192468,0.467695455631621,0.781789638932496,1.6596,3.8068,0.538,0.5004,0.2036,3.8494,9.8084,0.7642,2.24396,1125.3991,24.67,19.44,413.4332,21.356,45.38,0.1104
735801.322216435,23.7375,37.8125,35.25,27.25,174.625,70.375,134.25,0.013430575990139,0.540705767586645,0.8046890024912,1.48375,3.60825,0.37525,0.44225,0.179,3.1455,8.7735,0.594,2.0936,917.625275,25.0125,16.07,409.15825,21.7,44.135,0.2125
735801.325335648,24.08,37.18,28,26,173.4,47.2,133,0.013481382214834,0.673701298701299,0.843617920540998,1.537,3.8206,0.3978,0.5334,0.2276,3.604,9.2338,0.6064,1.98542,149.33808,25.156,12.882,406.7634,21.798,44.128,0.1244
735801.328463542,23.4625,39.0375,31.5,26,176.25,67.5,218.625,0.013635220194868,0.598203825084703,0.843617920540998,1.65075,4.09225,0.5835,0.5035,0.2165,4.8625,10.60875,0.69825,2.5534,166.497975,7.01,26.0325,427.9145,19.86,51.35,0.111
735801.331599537,22.82,40.64,31.2,26,175.7,71,204.4,0.0136559090708664,0.602761485826002,0.843617920540998,1.5464,3.872,0.5192,0.6358,0.2428,3.752,9.4616,0.8182,2.33596,185.25704,11.472,34.192,419.6084,19.396,52.174,0.2776
735801.334704861,22.65,40.975,33,26.25,174.875,59.625,153.875,0.0136273839203527,0.572972938210629,0.835603143295451,1.58075,3.6905,0.594,0.74725,0.26925,3.21675,8.67275,0.8785,2.11065,334.93425,20.97,29.9825,411.17725,20.2725,49.235,0.3145
735801.337497107,22.9375,40.4,40.375,28.5,175.25,72.5,147.375,0.0136727307427244,0.461823025693047,0.767931575813349,1.64025,3.707,0.971,0.9175,0.318,3.211,9.20975,1.469,2.224875,984.734675,21.7725,21.9425,413.14575,20.8925,48.005,0.236
735801.340613426,22.9,40.82,33.8,29.2,175.7,53.3,151.8,0.0137832598715167,0.558874448390577,0.749638932496075,1.592,3.7476,0.648,0.6966,0.283,2.9438,9.523,0.8872,2.11678,211.47686,21.076,17.246,414.1032,20.076,51.076,0.3618
735801.343739873,22.65,41.7375,30,27,175,50.25,154.75,0.013880956821982,0.627525252525253,0.811558811558812,1.63775,3.76975,0.47275,0.511,0.246,2.96825,9.771,0.694,2.05185,156.351775,20.22,14.29,414.627,19.6575,52.8075,0.5465
735801.346875,22.42,42.6,31.6,27,176.1,52.2,160.4,0.0139710842741495,0.595178322817619,0.811558811558811,1.7218,3.8324,0.4992,0.4958,0.2556,3.1996,10.143,0.7556,2.19392,209.00582,18.744,13.682,417.9532,19.456,53.646,0.6918
735801.349985533,22.225,43.0625,32,27.5,176.625,55,166.5,0.0139560860646322,0.587417429426227,0.796674225245654,1.7635,3.85575,0.531,0.5055,0.27125,3.1545,10.25275,0.72825,2.090475,226.412825,16.7375,15.205,421.10425,19.3325,54.01,0.496666666666667
735801.352780672,22.1,43.05,30.5,27,176.875,56,171.75,0.0138460773404687,0.617098403388726,0.811558811558812,1.7765,3.8945,0.415,0.50425,0.28175,3.21766666666667,10.0806666666667,0.676,2.02685,205.4481,15.54,17.065,420.027,19.3475,53.3375,0.586
735801.367710648,22.08,42.39,29,27,177.5,56.8,179.2,0.0136171275438406,0.649817136886102,0.811558811558811,1.854,3.9358,0.3736,0.4744,0.271,3.1452,10.485,0.63,2.08134,141.3125,14.46,18.59,420.5084,19.188,53.272,0.394
735801.370815972,21.9,42.9375,29.25,27,177.125,58.5,184,0.013642134601672,0.64424416579589,0.811558811558812,1.8545,4.06625,0.42875,0.491,0.267,3.1,10.618,0.73025,2.094475,143.43125,13.535,19.26,423.3395,18.89,54.5525,0.186
735801.373608218,21.65,43.6,29,26.25,176.5,58.5,180.625,0.0136426028127198,0.650215206249689,0.835603143295451,1.856,3.981,0.36475,0.46075,0.260666666666667,3.06875,10.40075,0.65225,2.06695,158.62055,14.2625,19.5775,421.0875,18.685,55.015,0.4415
735801.376740741,21.54,43.84,32.1,27.4,176.3,58.2,178.2,0.0136253810773882,0.591964389378183,0.801388335605842,1.9248,4.0748,0.9986,0.778,0.3212,3.3146,10.5688,1.3402,2.14868,194.70066,14.31,19.354,421.7366,18.906,54.186,0.502
735801.379837963,21.4875,43.85,39.625,29.375,176.25,69.125,176.75,0.0135848091806086,0.471075641530187,0.744531895464626,2.021,4.05475,0.7435,0.756,0.3365,3.69475,10.43875,1.0565,2.20415,617.4661,14.6525,19.66,422.45025,18.975,53.665,0.40825
735801.382630209,21.575,43.3,36.375,28.25,176.125,73.25,173.375,0.0134865148855529,0.515423552667917,0.774860607372923,2.03975,4.04625,0.61375,0.65125,0.318,3.346,10.52275,0.9215,2.10275,696.546025,15.0675,19.6,420.17725,19.145,52.8375,0.40825
735801.385422454,21.6,43.0875,32.875,28,175.875,64.75,175,0.0134409498161206,0.572987414996213,0.783278097563812,2.137,4.0655,0.817,0.79175,0.37525,3.4625,10.47875,1.19075,2.0955,329.696575,14.5775,19.8875,418.248,19.155,52.7075,0.40875
735801.388537037,21.84,42.7,30.3,27.8,177.4,62.2,185.2,0.0135169847798579,0.622933789776301,0.788154082735364,2.2478,4.2038,0.586,0.7586,0.4282,3.5632,10.5604,1.071,2.07338,161.74662,13.112,21.186,416.37,19.562,51.248,0.401
735801.39166088,21.975,42.5375,30.25,28,176.75,65.25,194.125,0.0135771088386205,0.622997213514455,0.781789638932496,2.20725,4.2395,0.58925,0.85475,0.382,3.40125,11.08625,1.04375,2.070675,182.2668,12.1575,22.7825,420.525,19.565,51.7925,0.2985
735801.394793981,21.66,43.86,31.8,27.8,177.2,70.6,203.6,0.0137313860337996,0.591505228235434,0.787743473457759,2.0902,4.5168,0.5322,0.6532,0.3468,3.4782,11.25,0.8442,2.1687,275.85386,10.876,23.032,425.6734,18.668,55.446,0.1364
735801.397897859,21.125,45.8875,31,27,176.5,68.5,204.25,0.0139022547368721,0.606671554252199,0.811558811558812,2.127,4.93825,0.546333333333333,0.8085,0.35625,3.484,11.8445,0.88625,2.1927,199.26655,11.5475,21.9475,429.6665,18.11,58.33,0.3965
735801.400691551,20.875,47.5625,31,27.5,178.25,66.75,206,0.0141904909767029,0.606671554252199,0.796674225245654,2.104,4.616,0.54275,0.81575,0.363,3.46275,11.5635,0.89225,2.264225,162.719775,11.9325,20.6225,432.3185,17.9775,59.68,0.43625
735801.403826389,20.66,48,31.2,27.2,177.8,62.6,199.5,0.0141325384497803,0.602761485826002,0.805604977033548,1.9738,4.434,0.69,0.844,0.376,3.2268,11.6198,1.03,2.26074,161.13046,13.096,18.196,433.8032,17.89,59.79,0.266
735801.406929977,20.35,49.0875,34.125,27.875,178.5,67,208.375,0.0141785022604813,0.549903527844704,0.785443128300271,1.9785,4.52025,0.87125,0.96125,0.361,3.3405,11.23925,1.216,2.340975,272.5581,11.585,17.46,438.502,17.56,61.2825,0.0635
735801.41005787,20.12,49.47,36,28,179.1,71.7,207.2,0.0140874382769965,0.519781144781145,0.781789638932496,1.87,4.4955,1.0172,0.9326,0.3506,3.6766,10.8586,1.4042,2.34308,394.78596,11.586,17.998,438.18,17.354,61.428,0.1196
735801.413182871,20,48.9375,33.5,27.75,178,64,187.625,0.0138323120014187,0.560630174934988,0.789231932089075,1.82075,4.19625,0.88975,0.87975,0.30125,3.3705,10.5595,1.2555,2.2408,274.733975,14.69,17.405,431.9435,17.415,60.215,0.3485
735801.415966435,20.125,47.9875,31.5,27,177.375,56.125,173.25,0.0136681390707281,0.596896383186706,0.811558811558812,1.7435,4.23575,0.64325,0.73675,0.2675,3.59225,9.886,1.03525,2.2707,160.548325,15.375,16.45,426.496,18.01,56.915,0.122
735801.418758681,20.525,46.7125,30.25,26.75,176.375,54.25,168.125,0.0136393707694741,0.622311827956989,0.819573588804358,1.77466666666667,4.177,0.579,0.65925,0.29075,3.523,9.9975,0.8465,2.17275,159.23785,16.05,17.0075,426.598,18.66,54.85,0.2555
735801.421865741,20.6,46.09,29.8,25.9,176.8,52,168.4,0.0135201475467431,0.632271266614982,0.847012414433229,1.687,4.2958,0.5094,0.6078,0.2486,3.4138,10.1962,0.8758,2.20598,151.87644,16.358,16.646,426.1518,18.454,55.238,0.205
735801.425,20.6,46.05,32.5,27,177.5,56.5,186.75,0.0135084138539275,0.577938475665748,0.811558811558812,1.75025,4.264,0.56825,0.6675,0.28975,3.41325,10.0395,0.93275,2.4599,153.172225,12.9225,18.2675,428.05225,18.335,55.4325,0.461
735801.428108796,20.56,45.86,34.2,27.8,177.8,60.2,188.6,0.0134195243065479,0.548408647205439,0.787743473457759,1.7484,4.3132,0.991,0.8038,0.2696,3.6658,10.0485,1.3988,2.5508,152.87272,12.042,22.586,429.6152,18.21,55.612,0.37075
735801.431244213,20.55,45.9,30.75,26.75,176.75,51,161.5,0.0134229242277119,0.612210817855979,0.820146072893326,1.6385,4.34325,0.6215,0.58275,0.231,3.36966666666667,9.99375,0.90925,2.2267,147.20585,17.4825,20.65,425.99775,18.14,55.8525,0.22825
735801.434375,20.38,46.36,30.4,26.1,176.6,49.8,165.1,0.0134158799620944,0.619183773216031,0.840351520757907,1.6368,4.4224,0.8512,0.7004,0.2414,3.6226,10.1548,1.2018,2.3029,147.18168,16.728,17.494,427.2784,17.798,56.986,0.0854
735801.437494213,20.225,46.6,31.5,26.75,177.125,50.25,165.75,0.0133565625965238,0.596896383186706,0.819573588804358,1.62475,4.32475,0.64825,0.6485,0.2425,3.5405,10.05225,0.935,2.37425,153.6331,16.3,16.91,427.777,17.7225,57.22,0.36875
735801.44062037,20.12,46.54,30.4,26,176.8,49.4,164.5,0.0132528493589095,0.619183773216031,0.843617920540998,1.6384,4.3078,0.5214,0.528,0.225,3.6898,10.0278,0.8194,2.42046,140.0752,15.946,16.59,427.9268,17.872,56.236,0.181
735801.44374132,20.2875,46.5625,31.5,25.75,176.875,51.625,167.5,0.0133975200491007,0.600589225589226,0.852915062145831,1.733,4.49375,1.1555,0.85525,0.31725,3.53975,10.30025,1.32275,2.398525,177.491275,15.5225,17.075,429.5855,17.9425,56.415,0.298
735801.44687037,20.24,46.87,35.1,27,176.9,58.9,174.3,0.0134460390241945,0.547801609165246,0.814724924942432,1.6934,4.3344,0.5012,0.6392,0.2692,3.3138,10.193,0.7756,2.40616,433.50362,15.138,16.906,430.2468,17.562,57.856,0.2908
735801.44999132,19.85,48.325,30.75,25.75,176.5,52.5,178.125,0.0135320831436646,0.612210817855979,0.852915062145831,1.74375,4.41375,0.7905,0.83975,0.320333333333333,2.87525,10.19575,1.1845,2.3178,146.101975,14.5775,15.48,430.073,16.845,61.1925,0.1005
735801.45312037,19.54,49.46,33.4,27.4,176.9,53.8,181.1,0.0135861389103076,0.562255287790047,0.799651142508285,1.776,4.3936,1.2378,0.9526,0.3386,3.4254,10.4022,1.5696,2.344,153.57,14.21,15.222,429.5732,16.796,61.412,0.3066
735801.456238426,19.325,50.0375,38.75,27.75,177.25,68.625,184.125,0.0135618835335443,0.483679615411562,0.78974519368608,1.8895,4.318,1.2895,0.877333333333333,0.32225,4.74225,10.20475,1.55625,2.39345,770.905175,13.845,15.8175,432.7815,16.965,60.915,0.36225
735801.459036459,19.2,50.0625,40.25,27.75,177.5,76.625,182.375,0.0134633444220373,0.465014025869523,0.78974519368608,1.96825,4.36875,0.94675,0.86225,0.32,4.53375,9.84375,1.18875,2.56005,1154.5146,13.65,15.91,433.927,16.94,60.535,0.42825
735801.462143519,19.16,49.96,37.5,26.4,177.8,74.1,177.9,0.0134022749094779,0.498895363895364,0.830794276948123,1.7288,4.5352,0.6862,0.7644,0.2772,3.6456,9.8714,1.03,2.41036,859.13612,14.374,15.998,432.2116,16.912,60.482,0.1016
735801.465280672,19.1625,49.6375,36.875,26.5,177,70.25,171.75,0.0133177438979185,0.50730551125288,0.827588366049905,1.6735,4.65,0.73575,0.71525,0.28425,3.0535,9.83475,0.975,2.28835,718.0826,15.81,15.1225,427.69575,16.915,59.805,0.24125
735801.468388889,19.3,48.96,34,27,176.7,61,172.8,0.0132492332864118,0.552279286370196,0.81247478610116,1.7192,4.7642,1.3984,0.8916,0.3032,4.0878,10.308,1.70025,2.26496,280.33696,14.848,14.79,426.995,17.112,58.656,0.3162
735801.471526331,19.35,48.4625,34.5,28,176.5,61.625,193.875,0.0131554204405616,0.543321874204227,0.781789638932496,1.78,4.7495,1.02475,0.798,0.28375,5.63125,10.58925,1.22275,2.468025,147.938125,8.735,18.1475,429.52275,17.405,57.2025,0.20575
735801.474653935,19.32,47.77,35.8,27.8,177,78.2,211.5,0.0129430565090787,0.528582741743418,0.788934240362812,1.5514,4.575,0.87125,0.6538,0.2324,4.8088,9.4478,1.1008,2.45672,368.63922,7.194,24.078,428.8466,17.372,56.136,0.1704
735801.477771991,19.775,45.15,31.625,26.5,175.5,64.125,166.625,0.0125839031889617,0.594868994254841,0.827588366049904,1.6315,4.2805,1.1475,0.65525,0.21775,4.87,8.9055,1.40975,2.258875,435.4668,13.745,25.245,422.5085,18.4675,50.9775,0.14275
735801.480902778,20.28,43.33,43.5,29.6,175.8,80.8,159.3,0.0124610780321937,0.427740613859275,0.738886267607069,1.6332,4.1374,1.4762,0.6666,0.1988,5.4628,8.3436,1.5248,2.67418,1893.8579,15.176,22.722,428.395,18.734,49.638,0.1982
735801.484021991,20.175,43.2,37.5,27.75,176.625,77.375,159.75,0.0123439013337579,0.509723861996589,0.790830939372054,1.37025,3.8805,0.709,0.50925,0.196,3.24475,8.4535,0.77575,2.34785,1099.737975,16.4775,20.2925,425.775,18.1725,51.515,0.09975
735801.487152778,20.3,41.9,31.2,26.4,175.1,47.8,134.4,0.0120643255339064,0.604521148804012,0.831765209963012,1.34,3.6205,0.4718,0.4392,0.1674,2.8364,7.955,0.6456,2.09684,188.26638,20.518,16.038,417.5132,18.408,49.464,0.0718
735801.490271991,20.7,40.475,31.75,27,175.125,42.25,133.5,0.0119462512531783,0.59417875464597,0.812274269375659,1.3135,3.54825,1.0265,0.62225,0.196,2.57525,7.509,1.269,2.21345,110.345925,20.66,13.44,418.09775,18.8075,47.9325,0.20475
735801.493402778,20.91,39.38,30.4,26.4,175.1,39.8,125.5,0.0117745435799399,0.620517363951988,0.830794276948123,1.3594,3.5278,0.502,0.4482,0.181,2.7944,7.448,0.7822,2.10858,106.18464,21.874,12.294,415.8732,19.098,46.496,0.0788
735801.496521991,21.25,38.6875,35.5,27,175.125,48.375,126.75,0.0118120469457716,0.52831108519963,0.811558811558812,1.40666666666667,3.53825,0.62125,0.49175,0.16625,2.9495,7.671,0.87025,2.147075,566.085675,21.685,11.395,417.42925,19.5525,45.1325,0.0405
735801.499652778,21.44,38.78,32.8,26,175.7,51.7,131.4,0.0119792206633168,0.58145764202933,0.844643812028427,1.38,3.571,0.4414,0.4106,0.1572,2.7378,7.81,0.6174,2.05726,647.57182,21.214,11.302,417.4034,19.188,46.618,0.1056
735801.502766204,21.15,39.7,27.75,25,174.875,41.25,137.625,0.0120465680780376,0.680114638447972,0.878241758241758,1.45325,3.69925,0.49975,0.42275,0.18125,2.53375,8.3455,0.6665,2.002825,116.719675,20.495,10.7975,418.12275,18.455,49.4825,-0.11625
735801.505543981,20.8,41.3125,29.25,26,174.875,41.875,147.375,0.0122675951796566,0.645001781681426,0.844259102720641,1.454,3.802,0.88325,0.566,0.195,2.80275,9.21175,1.021,2.053375,114.0478,18.99,10.69,421.3125,17.875,52.375,0.0463333333333333
735801.508680556,20.44,42.42,32,28,175.4,42.8,148.5,0.0123212153106415,0.587121212121212,0.781789638932496,1.4896,3.7538,1.1732,0.6536,0.2228,3.11125,8.81925,1.3184,2.07152,116.7996,18.796,11.412,419.19,17.848,52.046,0.0514
735801.512145833,20.5,42.66,32.4,28.8,175.4,44,153.5,0.0124369479168094,0.579775022956841,0.759616737941861,1.5894,3.8928,1.2346,0.723,0.2368,3.1768,9.6014,1.5036,2.09904,122.74648,17.434,13.13,419.4166,18.074,51.956,0.1876
735801.515274884,20.525,43,32,29.25,174.75,45,156,0.0125554826942344,0.587491429500227,0.747606416571934,1.64925,3.979,1.36075,0.8725,0.27175,3.414,9.928,1.682,2.146075,134.449025,17.155,14.2325,419.02275,18.1275,52.2175,0.35875
735801.518395834,20.84,42.93,32,28.6,174.9,49.6,173.1,0.0127810638643506,0.587595159809236,0.76515996318952,1.7924,3.96,0.8714,0.665,0.263,4.804,10.3344,1.2104,2.20168,141.64724,13.494,16.632,420.21,18.302,52.462,0.547
735801.533680556,21.62,43.71,29.8,26.2,176.2,58.1,190.8,0.0136502473748319,0.631983629397423,0.83720609874456,2.212,4.2184,0.6356,0.574,0.2794,4.1794,10.7836,0.8408,2.2583,139.349166666667,13.734,21.53,428.1116,19.052,53.188,0.6436
735801.537145833,22.65,41.24,33.8,28,176.5,65.4,200.4,0.0137103116742388,0.558874448390577,0.782610857487705,2.3394,4.308,1.2304,0.7888,0.315,6.1686,11.404,1.3942,2.57748,256.38148,11.348,23.016,430.71,20.266,49.626,0.393
735801.54026331,23.75,38.2375,42.125,31.25,176.75,86,203.25,0.0135914765457626,0.446359775851502,0.698712040647525,2.5,4.22925,1.196,0.69925,0.3035,6.82975,11.48425,1.25,2.831075,786.90285,10.5725,29.0175,435.96875,21.295,46.1325,0.565
735801.543061342,24.825,35.3625,42.625,32.5,178,99.5,202.625,0.0134030437450468,0.436093641121001,0.670662670662671,2.3245,4.12225,1.168,0.71025,0.26575,7.54125,11.5105,1.27933333333333,2.7216,1005.8652,10.58,32.8125,433.127,21.925,43.1075,0.4285
735801.546166667,25.88,32.8,38.6,32.6,177,93.3,205.1,0.0132399989438866,0.485214085823842,0.668531468531469,2.325,4.0324,1.1674,0.8016,0.2726,6.7854,10.5654,1.4628,2.64252,658.5893,9.582,36.974,431.155,22.612,40.786,0.3286
735801.549299769,26.5625,32.325,35.25,31.5,178.125,79.5,212.5,0.0135880205627942,0.531551509492686,0.692662176533144,2.41825,4.02075,0.8075,0.53775,0.21225,8.2015,11.04475,0.989,2.74075,196.11475,8.59,39.8625,434.53525,22.715,41.8,0.42225
735801.552428241,26.86,30.83,34.3,31,177.7,78.8,206.6,0.0131877218921858,0.546557740355694,0.704005671747607,2.2896,3.9692,0.75725,0.5436,0.2144,8.0676,10.4516,0.9098,2.73544,236.6048,8.582,42.812,434.9618,22.988,39.71,0.2842
735801.555549769,27.325,29.7625,33.875,31.75,177.25,77.5,192.5,0.0130838083766421,0.553725173145076,0.687334171205139,1.9755,3.77825,0.645,0.65575,0.29075,5.45175,9.54925,0.993,2.3422,401.539725,12.02,42.5275,425.679,23.3225,37.9075,0.17325
735801.558675926,27.68,29.18,33.3,32.8,176.4,68.3,166,0.0130974757448217,0.565322296428131,0.664269064269064,2.0136,3.7974,0.5148,0.6488,0.4192,3.8774,9.0242,0.9506,2.06626,554.1182,20.038,34.234,418.1968,23.172,38.462,0.299
735801.561796875,27.55,29.15,32.25,33.25,175.625,60,156.875,0.012984913191579,0.583718198023011,0.656454656454657,2.05325,3.76325,1.842,1.956,0.83325,3.91025,9.25925,3.45525,2.05005,459.87085,20.635,26.64,418.177,23.0225,38.5775,0.16525
735801.564925926,27.38,29.75,34.1,33.9,175.8,66.4,165.2,0.0131207679886257,0.554868407076721,0.644180435729732,1.9476,3.75775,0.549,0.7022,0.346,3.8854,9.7056,1.1098,2.10704,623.60012,19.01,23.652,419.165,22.94,39.322,0.2246
735801.568043981,27.0625,29.85,36,33.125,176.25,73.75,161.75,0.0129223321877051,0.524055308647838,0.657775353122149,1.8865,3.72075,1.43075,0.67975,0.26525,3.9425,9.173,1.39325,2.12655,880.225675,18.54,23.9475,419.975,22.8175,39.035,0.17125
735801.571175926,26.66,29.82,35.5,36.5,175.4,67.7,156.1,0.0126071665611788,0.532778422294551,0.602567411116104,1.8224,4.7214,7.5794,6.2246,1.43,4.059,10.4256,9.7772,2.1557,709.49324,19.942,23.142,418.9068,22.698,38.704,0.6924
735801.574293981,26.5875,29.6375,39.5,45.625,175,76,164,0.012476276335066,0.473605098605099,0.47133400654662,1.81766666666667,4.62775,7.806,5.1495,1.30825,4.111,10.48875,9.66775,2.183625,1079.083525,20.71,21.97,418.11275,22.9675,37.6175,0.59625
735801.577422454,26.58,29.69,40,45.2,175.3,75.7,163.5,0.012492915146353,0.468581363204423,0.47712342079689,1.7984,3.952,4.359,6.3586,2.2468,3.8426,9.7402,7.9152,2.19672,1014.93628,20.404,21.558,418.6016,22.99,37.604,0.4826
735801.580543982,26.9,29.475,44.5,57.375,175.875,81.125,177.125,0.0126395903160914,0.417154857395229,0.37117723168426,1.86275,4.5845,7.845,8.12025,3.251,4.20725,10.22075,12.40625,2.237525,1203.5674,20.8975,22.3125,420.11675,23.47,36.5175,0.64725
