Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3v,e2vNO2v,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S
735797.995824653,29.55,26.525,27.25,30,174.625,23,43.25,0.0132710213834265,0.692941317941318,0.728205128205128,0.609,2.81233333333333,0.04125,0.02475,0.01525,2.77525,5.84675,0.03575,1.88975,60.3399,55.945,2.6175,381.9895,24.09,34.98,0.02875
735797.998619792,29.4125,26.05,27.125,30.25,175.125,22.5,40,0.0129313258824202,0.696089684726048,0.722155264090748,0.6045,2.824,0.062,0.01575,0.00775,3.00925,5.6695,0.052,1.886925,63.2555,56.7925,2.6525,382.3145,23.8875,34.63,-0.08425
735798.001724537,29.32,26.82,27,30,174.4,22.4,39.4,0.0132420271467572,0.699354657687991,0.728205128205128,0.6294,2.9008,0.0712,0.021,0.0188,2.8602,5.6328,0.0656,1.88486,63.97478,56.162,2.656,381.9784,24.108,34.852,-0.0642
735798.004840856,29.4,27.1125,28,30,174.75,23.125,43.25,0.0134490960026067,0.673701298701299,0.728205128205128,0.639333333333333,2.84125,0.07075,0.02425,0.02325,2.911,6.0335,0.07275,1.889325,67.2782,55.47,2.7475,382.17925,24.19,35.8,-0.192
735798.007631655,29.0375,26.8,27.5,30.5,174.75,22.625,38.5,0.0130181985286938,0.686527978194645,0.716105399976368,0.613,2.8725,0.069,0.03025,0.0215,2.84825,5.7415,0.062,1.89775,70.9764,55.7225,2.8425,384.69375,24.2925,34.4625,-0.059
735798.010766204,29.06,26.81,27,29.6,174.3,22,39.2,0.0130397823937758,0.699354657687991,0.738552482000758,0.6444,2.867,0.0706,0.038,0.0176,3.0598,5.7348,0.079,1.89068,74.8315,55.76,2.8,384.7484,24.144,34.58,-0.0132
735798.013871528,28.75,26.475,27,29.5,173.5,22,36.5,0.0126475562664764,0.699354657687991,0.741139320449665,0.639,2.801,0.075,0.0525,0.01875,2.94025,5.79425,0.1005,1.892075,80.885375,56.2825,2.5875,385.89575,23.9775,34.48,0.023
735798.016666667,29.175,26.8125,27.75,30,175,23,42.5,0.0131277648151479,0.680114638447972,0.728205128205128,0.6,2.79975,0.0875,0.03975,0.02025,3.04733333333333,5.77233333333333,0.08725,1.922025,80.695,55.32,2.83,386.17925,23.9675,34.645,-0.01775
735798.019782407,28.86,26.67,27.1,29.4,174.8,22.2,38.1,0.0128225950196215,0.696742679318437,0.743726158898573,0.6158,2.7746,0.0674,0.0368,0.0206,3.004,5.6866,0.0714,1.90434,85.5936666666667,55.27,2.902,385.8284,23.978,34.858,-0.1366
735798.558689815,19.97,66.62,42.8,34,185.4,105.4,385.9,0.0187746746055844,0.449253490352562,0.668630136915257,1.204,3.637,0.4934,0.444,0.1714,3.30625,9.3752,0.9072,2.63254,122.19038,12.398,18.702,434.1584,17.406,78.13,0.9972
735798.561799769,21.875,59.45,37.5,21.5,183,74.125,257.5,0.0188581902510235,0.498324281219018,1.02763240899887,1.19025,3.63,0.50125,0.4015,0.15,3.54225,9.31025,0.946,2.629825,116.910925,13.155,17.0725,431.83125,17.805,75.66,0.53625
735798.56493287,22.66,56.21,37.4,19,181.2,63.5,224,0.0187042130187088,0.499703651019441,1.16252168883748,1.2128,3.6188,0.534,0.3318,0.135,3.6694,8.8038,0.818,2.53052,105.6769,17.284,15.772,422.1816,17.398,76.78,0.465
735798.568052662,22.7375,53.5625,36,19.25,179.75,55,200.375,0.0179085899554752,0.519781144781145,1.14771544245228,1.24475,3.87075,0.48975,0.32225,0.11675,3.53525,8.44625,0.7385,2.371675,101.3947,20.46,14.725,417.748,17.9575,73.525,0.546
735798.571164352,23.48,51.75,36,21.2,179.5,51.8,197.1,0.0180963860374418,0.519781144781145,1.04094381808668,1.3706,4.0238,0.4306,0.3344,0.1288,3.2904,8.5986,0.6912,2.38012,102.56222,21.566,13.826,418.4786,18.86,70.908,0.375
735798.574308449,24.0625,48.9375,37.75,22.625,180.5,51,186.125,0.0177255565770554,0.494875856717962,0.973077164381512,1.51225,4.1265,0.39125,0.36075,0.14175,4.2005,8.83275,0.6145,2.3629,181.51625,23.0325,13.69,419.906,18.6225,70.7375,0.45825
735798.577425926,24.54,47.44,37.4,23.6,180,50.2,179.6,0.0176831988397587,0.499703651019441,0.932059245102723,1.4678,4.186,0.4264,0.34,0.13825,4.334,8.9346,0.7058,2.33534,211.22468,23.768,13.684,420.1766,18.904,69.39,0.432
735798.580898148,24.37,47.98,36.4,24,178.8,47.2,172.5,0.017704576557374,0.514123539123539,0.915750915750916,1.4596,4.2334,0.394,0.31475,0.1288,4.0418,8.8686,0.641,2.32058,131.0122,23.798,13.338,418.3716,18.486,71.048,0.3994
735798.584019097,23.8125,47.775,35.25,24.75,178.5,44.875,158.375,0.0170494169230485,0.531325156325156,0.887619047619048,1.5555,4.4935,0.314,0.30175,0.126,3.8835,8.89125,0.5595,2.29985,95.011675,25.665,13.1225,419.62925,18.75,68.9775,0.39075
735798.586811343,23.8625,47.775,34.75,24.25,179.25,43.125,154,0.017098180213119,0.539247517188694,0.906373626373626,1.57925,4.4825,0.40325,0.34575,0.12725,4.07825,8.7705,0.663,2.2871,91.596175,26.3525,13.485,419.07925,18.725,68.94,0.316
735798.589924768,24.26,47.42,36,25,179.2,43.6,159,0.0173819474951283,0.519781144781145,0.878241758241758,1.535,4.3902,0.4926,0.344,0.13,4.4242,8.9824,0.7172,2.3069,85.50024,26.112,12.928,417.6984,18.93,69.438,0.4442
735798.593398148,24.68,46.68,36,25.4,179.1,42.8,155.6,0.0175453692434312,0.519781144781145,0.864392223161454,1.5446,4.4608,0.4758,0.3422,0.1286,4.3556,8.9168,0.72375,2.2937,79.78756,27.006,12.542,417.3184,19.392,67.296,0.5722
735798.596521991,24.9,45.0125,35.25,26,180,41.25,146.25,0.0171449927540985,0.531325156325156,0.843617920540998,1.5605,4.657,0.40625,0.37525,0.13675,4.0845,8.9565,0.72375,2.276325,81.193025,28.725,12.84,417.325,19.6625,65.0575,0.4625
735798.599650463,25.54,42.63,35.8,26.2,179.4,41.7,146.9,0.0168633930283354,0.523192348192348,0.83720609874456,1.5806,4.6928,0.4185,0.3768,0.1336,4.4332,8.7344,0.6804,2.26058,119.4897,29.17,12.964,416.745,20.028,62.542,0.378
735798.602771991,26.325,40.125,38.625,27,180,44.5,149.875,0.0166311949176522,0.483310595319256,0.811558811558812,1.57075,4.7385,0.526,0.4465,0.1485,4.1725,8.85125,0.8465,2.27525,261.475575,28.47,14.6375,417.66875,20.0175,61.8175,0.43
735798.605898148,26.7,38.93,36.6,27.8,179,44.1,152.9,0.0164975746487714,0.511659536659537,0.788934240362812,1.5914,4.7318,0.8984,0.5554,0.194,4.4476,8.9748,1.1724,2.24018,176.72556,28.092,16.472,417.6834,20.292,60.6,0.2448
735798.609021991,26.9,37.6125,36.375,28.75,178.625,44.5,154.125,0.0161274525046732,0.514716791890705,0.761002544253776,1.6625,4.83325,0.602,0.7545,0.23375,5.2385,9.001,0.82675,2.205825,143.69765,26.7825,18.2,417.9605,20.68,57.5875,0.36025
735798.612138889,27.06,36.92,35.8,28.8,179.5,46,154.2,0.0159789398248458,0.523025948025948,0.759986286291705,1.6888,4.954,1.021,1.2238,0.3272,5.5852,8.998,1.1798,2.19574,170.02248,25.722,20.806,419.2466,20.972,55.604,0.3446
735798.615283565,27.4125,35.2,35.375,31.875,180,47.75,162.5,0.0155535889869677,0.529480222973374,0.687427126863747,1.82525,4.998,1.10175,1.19575,0.328,7.02225,9.3855,1.71625,2.3341,120.64655,22.8925,25.1575,422.004,21.375,52.495,0.225
735798.618393519,27.63,35.35,37.1,29.4,179.8,48.8,162.5,0.0158209007716735,0.504271369271369,0.743726158898573,1.9712,5.2394,0.7034,0.7928,0.2082,7.9644,10.308,0.9842,2.52022,111.34154,22.29,30.44,424.715,21.604,52.608,0.123
735798.621865741,27.88,34.61,38.7,30.2,180.8,52.1,165.5,0.0157172038657539,0.48286137115251,0.724032808126245,1.8235,5.0906,0.5684,0.694,0.1738,8.434,11.038,0.7942,2.63618,217.41612,22.108,33.44,426.73,22.272,50.086,0.0302
735798.624997107,28.35,33.4,39.25,30.25,180.5,54.875,161.25,0.0155878252067792,0.476530274017692,0.722155264090748,1.752,4.90475,0.45725,0.72075,0.16725,6.67125,10.80775,0.71325,2.501025,345.2719,23.17,34.91,423.27275,22.5775,48.2375,0.08775
735798.628111111,28.72,32.17,33.4,29.7,178.6,44.5,149.7,0.0153420460418296,0.562255287790047,0.736092865114912,1.5872,4.7052,0.336,0.6246,0.1822,4.4326,9.7036,0.6124,2.18146,134.4074,28.754,30.794,414.4566,22.788,47.006,0.199
735798.631244213,29.15,32.6,33.25,29.5,178.375,42.75,155.125,0.015938605015441,0.564434451466537,0.741139320449665,1.63325,4.769,0.38975,0.5735,0.189,4.815,10.177,0.59325,2.129975,79.90765,28.7075,24.42,413.9355,23.0925,47.41,0.28
735798.634375,29.48,32.36,34.4,31,178.7,45.7,165.7,0.0161258238701139,0.544951617010441,0.704308164953326,1.6928,4.7412,0.4542,0.4906,0.2046,4.3775,11.418,0.7136,2.15716,91.72745,26.164,22.954,415.2916,23.328,47.368,0.0754
735798.637494213,29.775,30.9375,33.5,32.5,178.75,46.5,165.5,0.0156816673008579,0.560113163722789,0.670662670662671,1.6955,4.655,0.3625,0.4855,0.19175,4.37825,11.588,0.6505,2.1163,64.7867,26.515,24.525,413.8085,23.56,45.7375,-0.12775
735798.702077547,33.275,26.8625,34,38.875,177.625,31.5,114,0.0166175491588502,0.552190802859252,0.556959523992491,2.2865,5.3595,0.492,0.2545,0.081,5.723,11.73325,0.5795,2.2333,74.46,49.2725,9.6,403.91475,26.6975,37.825,0.093
735798.75485243,29.65,35.475,36.5,37,177.375,32.75,104.75,0.0178519361930936,0.514900749656847,0.586278586278586,2.62725,5.891,0.427,0.295,0.09575,6.462,11.66475,0.45575,2.227025,129.8745,49.1875,9.2675,405.6375,25.155,47.525,0.1775
735798.995488426,31.25,21.68,27,34.6,172.3,24,54.2,0.0119570175894955,0.699354657687991,0.629040352737832,0.7084,3.743,0.3178,0.2462,0.0972,3.5644,7.098,0.3768,1.8877,62.9812666666667,51.95,4.05,385.4766,28.1,22.988,-0.236
735798.99859375,30.975,22.7625,28.75,37.5,173.25,26.125,68.125,0.0123583744480497,0.656296715713479,0.57870274064606,0.90775,4.03375,0.23225,0.225,0.1175,3.813,8.4595,0.28825,1.901775,110.512125,49.2925,4.5475,386.59175,27.8425,24.93,-0.056
735799.001377315,30.75,23.55,28,38.25,173.25,27,69.75,0.012622820589968,0.673701298701299,0.566680574777741,0.89725,3.765,0.16725,0.14225,0.04725,3.7335,8.58725,0.255,1.906625,71.311125,46.9175,5.475,386.77925,27.355,26.6775,0.072
735799.004163773,30.475,23.8875,28,36.25,172.875,26.875,64.25,0.0126034081010303,0.673701298701299,0.599191970620542,0.9165,3.6495,0.22375,0.13975,0.069,3.68125,8.41825,0.29575,1.914925,74.765,47.4725,5.935,386.825,27.3025,26.655,-0.00375
735799.007291667,30.22,23.91,28,35,172.8,26.3,61.1,0.0124330690431202,0.673701298701299,0.621246242086578,0.7968,3.7294,0.1765,0.1462,0.0518,3.627,7.951,0.334,1.90744,81.43408,47.932,5.98,386.1184,27.32,26.13,0.0608
735799.010396412,30.375,23.4875,27.5,33.75,173,26.125,66.75,0.0123229456137618,0.686527978194645,0.645249428442706,0.8525,3.6495,0.1555,0.1515,0.076,3.2075,7.80875,0.268,1.91215,84.088225,48.23,5.9175,386.28125,27.58,25.345,0.0405
735799.013188658,30.4,25.95,29.25,36,173.875,29,82.5,0.0136336645594478,0.64424416579589,0.603174603174603,0.87575,3.719,0.186,0.17125,0.11425,3.6985,8.66025,0.2095,1.9472,92.0758,47.63,6.605,385.52075,26.9075,29.86,0.00275
735799.015978009,30.9,24.9,29,37.5,174.25,28,75.875,0.0134572963504921,0.650215206249689,0.578480424634271,0.722,3.5785,0.1375,0.1115,0.07525,3.359,7.11875,0.172,1.8959,99.527375,50.1475,6.2125,383.83325,27.595,27.485,-0.06175
735799.019087963,32.12,23.92,28.6,40.2,174.6,29,83.3,0.0138628775248114,0.659370801612181,0.538055515466397,0.7892,3.6864,0.1366,0.1064,0.0818,3.5918,8.0644,0.172,1.89564,100.942625,50.206,5.148,383.5932,28.522,26.604,-0.0346
735799.034372685,33.22,17.83,24.8,37.8,174.3,24,60.5,0.0109911918422863,0.763282828282828,0.573637355823591,0.4634,3.0356,0.1236,0.0666,0.0164,2.3904,5.3016,0.1134,1.84512,108.54035,50.56,1.844,385.3034,29.498,17.824,-0.0462
735799.037479746,32.975,21.1125,28.375,37.5,173,26.625,65.625,0.0128343011414303,0.668271136038432,0.578275209854157,0.807,3.58775,0.16925,0.0965,0.05825,3.79675,7.63475,0.1515,1.918775,136.3984,50.635,2.1175,384.575,28.765,23.6675,-0.0866666666666667
735799.040271991,32.4,22.85,30,37.25,173.875,28.75,81.5,0.0134513474114701,0.628570184604667,0.582276898066372,0.83175,3.63975,0.27525,0.16425,0.04425,3.21775,7.788,0.2915,1.937175,214.906025,46.3575,3.6925,384.781,28.305,25.825,0.03925
735799.043059896,32.4375,22.5125,30.25,38,173.5,28.25,80.25,0.0132798653465915,0.622311827956989,0.570271833429728,0.841,3.63225,0.31275,0.19275,0.0665,3.35333333333333,7.3295,0.384,1.9296,124.00955,47.2175,4.95,384.6415,28.8775,24.4825,-0.07225
735799.0461875,32.6,22.47,30,37.2,173.4,28.3,84.8,0.0133772506297349,0.627525252525253,0.583077235708815,0.8644,3.6708,0.276,0.1824,0.059,3.1632,7.655,0.319,1.93298,126.91808,47.496,4.658,384.5298,29.01,24.748,0.0692
735799.049286748,32.375,23.2375,30,37,172.5,29.25,92.5,0.0136586648739429,0.627525252525253,0.586278586278586,0.92,3.7815,0.204,0.117,0.06,3.28025,7.76975,0.228,1.933075,118.848875,44.8625,4.6725,384.59975,28.7025,26.1175,-0.07175
735799.052077547,31.7,23.4875,29.25,36,172.875,28.5,84.625,0.013290512432934,0.64424416579589,0.603174603174603,0.859,3.6175,0.2,0.12325,0.05725,3.11175,7.9065,0.196,1.93955,111.593675,45.63,5.3075,385.5065,28.1525,25.9825,0.04925
735799.055208333,30.7,25.77,31,35,172.7,29.8,83.2,0.0137646924617097,0.60797817899901,0.621246242086578,1.0834,4.1094,0.3638,0.2292,0.0666,3.9926,9.6062,0.3738,1.9959,119.88452,43.996,5.796,388.59,26.806,31.144,-0.0276
735799.058313079,29.4875,28.8625,33.5,33.5,171.875,31,88,0.0143868732383633,0.560113163722789,0.649977473506885,1.18775,4.1735,0.30975,0.195,0.073,3.90725,10.2525,0.32775,2.03425,150.47725,41.7525,7.3575,388.95825,25.5325,36.45,0.03825
735799.061102431,28.7,30.775,33,32.5,171.875,32,94.125,0.0146556086238293,0.568755739210285,0.670662670662671,1.39375,4.35,0.3075,0.174,0.0606666666666667,4.11975,11.63325,0.32,2.023075,144.57715,39.6125,8.7525,390.43525,25.1125,38.935,-0.044
735799.063893229,27.825,33.3,34.375,32.875,173.5,33.75,105,0.01507143597793,0.545329528385794,0.662943090092411,1.66125,4.7695,0.43875,0.25275,0.101,4.47325,13.0595,0.44075,2.0781,126.9457,37.0475,10.1725,392.93125,24.36,42.23,-0.1245
735799.067009259,27.04,36.34,36.8,35,173.6,35.8,126.2,0.0157058561880664,0.511855301561184,0.621456377422764,1.6308,5.0268,0.6668,0.46025,0.1486,4.2632,13.5516,0.7994,2.38992,125.95752,34.918,11.122,391.76,23.506,46.68,-0.1266
735799.070135996,26.3375,39.1375,37.375,32.875,172.375,36.75,131.125,0.016233351314446,0.500487772928292,0.663249793684576,1.579,4.833,0.3875,0.28375,0.0845,4.254,13.424,0.43425,2.117475,128.89995,33.76,10.5675,388,23.2425,49.55,-0.04975
735799.073252315,26.16,40.06,35.4,30.8,172.1,37.4,139.7,0.0164437263914703,0.529016354016354,0.708845563039111,1.5322,4.6638,0.342,0.245,0.0836,4.4562,13.223,0.4208,2.06116,142.19742,33.288,10.584,388.1134,23.204,49.824,-0.127
735799.076374422,26.35,39.375,36,30,172.625,36.5,132.625,0.0163439415994767,0.519781144781145,0.728205128205128,1.427,4.56725,0.37175,0.24175,0.09025,4.32175,12.31625,0.4305,2.107325,143.4389,35.255,10.525,387.63125,23.6675,48.0075,0.0105
735799.079171007,26.825,38.3375,38.5,30.25,172.75,36.75,129.75,0.0163661240789057,0.488013840286568,0.722155264090748,1.38275,4.5515,0.5035,0.2795,0.10425,4.2275,12.07875,0.544,2.3293,173.508075,35.885,10.4925,389.1795,24.0025,46.7975,0.18075
735799.082287037,26.92,40.1,38.7,31.3,173.6,41.8,166.1,0.0172141769293117,0.48494732165637,0.697163563523011,1.8036,5.0346,0.3966,0.3306,0.1772,4.479,15.3632,0.455,2.15004,298.77322,31.984,10.896,393.3684,23.404,50.834,-0.0472
735799.085409433,26.4375,41.575,37.25,32,173.75,44.25,197.25,0.01734619455172,0.501964284859022,0.681662423597907,1.844,5.694,0.581333333333333,0.61325,0.32525,4.55875,15.99725,0.922,2.137625,130.012575,26.6975,11.5525,399.4125,22.7675,53.89,-0.2215
735799.088200232,26.05,41.825,40.875,32.5,173.625,45.875,183.625,0.0170561073348221,0.45660039194522,0.670662670662671,1.62375,5.992,0.5035,0.34425,0.17625,4.52825,15.42725,0.53925,2.192,268.444675,28.1,12.9325,399.319,22.7325,52.9725,-0.04075
735799.091314815,25.7,41.02,37.7,31.4,173.4,42.1,164.5,0.0163853280703703,0.496058439010854,0.695233368781756,1.2424,4.5686,0.3712,0.2896,0.1302,4.204,11.7782,0.3912,2.12954,138.80274,31.854,13.572,396.3368,22.716,50.608,-0.0924
735799.094438658,25.8,38.8625,35,30,173,35.5,126.875,0.0156153753976168,0.53517316017316,0.728205128205128,1.22075,4.329,0.3395,0.246,0.23675,4.0625,11.44025,0.4015,2.0647,133.28955,36.7425,12.155,394.36875,23.4025,46.5575,-0.00899999999999999
735799.09757176,25.8,38.22,34.2,29.7,173.2,33.8,116.3,0.0153572119059998,0.548211102622867,0.735921798832377,1.2048,4.313,0.345,0.25,0.2058,4.082,11.704,0.4166,2.02514,129.40478,37.912,11.262,392.6818,23.41,45.694,-0.0822
735799.100677084,25.725,38.35,34,29.25,173.5,34,118.75,0.0153408378999259,0.551470588235294,0.747606416571934,1.3465,4.62666666666667,0.375,0.322,0.14825,4.33475,12.79375,0.436,2.037225,129.729025,34.65,11.41,395.198,23.1025,46.835,0.07325
735799.103475116,25.6,37.5875,36.125,30.625,173.875,38.125,142.625,0.0149248294276388,0.518578565012892,0.713234278023781,1.1945,4.298,0.50175,0.3965,0.12525,4.023,11.29025,0.599,2.25675,133.859875,28.44,15.56,397.37275,23.06,45.1925,-0.10325
735799.106590278,25.7,36.21,39.9,32.4,173,37.1,121.1,0.0144634973426554,0.468135367834163,0.673319596279748,1.14025,4.1972,0.7244,0.4444,0.135,3.924,10.631,0.7654,2.38704,131.05022,30.404,20.952,394.9884,23.442,42.642,0.097
735799.109716435,25.7875,35.525,33.75,30.75,172.75,36.5,111.125,0.0142636803125485,0.556038806707256,0.710055535861987,1.19175,4.155,0.39575,0.297,0.11775,4.29425,10.67675,0.44875,2.0616,140.8183,29.26,24.0075,395.90825,23.8725,41.3625,0.04
735799.112835649,25.88,35.85,34.6,31,173.7,42.4,133.3,0.0144724744975277,0.541692131398014,0.704005671747607,1.1648,4.1966,0.361,0.2582,0.1128,4.6102,10.3712,0.3916,2.08984,187.87038,24.452,29.248,398.6416,23.948,41.456,-0.1078
735799.115966435,25.4625,38.4375,35,31.375,174.875,48,159.75,0.0151362241812922,0.53517316017316,0.695453036466861,1.26075,4.251,0.50975,0.31525,0.1075,4.28825,11.24625,0.547,2.158825,189.70925,23.11,34.0225,402.76875,23.0675,46.0275,0.356333333333333
735799.119101852,25.2,39.06,43.1,34.3,174.8,38.6,122.5,0.0151436376328953,0.434061368738788,0.634583782099465,1.36,4.6294,0.7936,0.3694,0.1476,4.60075,12.564,0.7792,3.8391,162.2631,33.982,25.928,399.565,22.698,47.358,-0.0328
735799.122207755,24.9875,40.925,37.25,31.5,174,37,131.5,0.0156680956241993,0.501772705720074,0.692662176533144,1.396,4.75425,0.66475,0.9975,0.27525,4.18,13.66625,1.3455,2.212775,151.925075,33.09,18.3975,397.21475,22.3925,49.855,0.14675
735799.125002894,25.1,41.0125,40,32.75,173.875,39.5,146.125,0.0158073251388674,0.467301092301092,0.665334665334665,1.49675,4.8315,0.6975,0.79275,0.24125,4.69125,14.427,1.189,2.2181,257.44875,30.4775,15.13,400.14375,22.195,50.5175,0.20875
735799.127789352,24.95,41.7625,38.25,31.5,174,40.75,155.375,0.0159525942174917,0.488673113673114,0.692662176533144,1.5015,4.895,0.55525,0.6895,0.20025,4.1755,15.042,1.0085,2.185,223.0192,29.025,14.0075,402.7355,21.71,52.5475,-0.096
735799.13056713,24.4125,43.025,38.375,31.75,174.75,42,170.5,0.0159144799177466,0.486585490532859,0.686990428925913,1.54475,4.8635,0.58725,0.74425,0.235,4.575,15.3125,1.024,2.197925,224.779025,26.5375,13.96,404.71875,21.3675,53.6375,-0.0105
735799.133685185,23.92,43.77,37.8,31.6,174.7,41.4,162.3,0.0157186974518103,0.494327645643435,0.690393477490252,1.4936,4.8144,0.6338,0.6912,0.239,4.354,14.7576,1.0752,2.23188,214.0213,27.69,14.34,403.9684,21.334,53.346,0.1072
735799.136782407,23.8125,43.3125,35.625,30.5,174.625,39.25,152.875,0.0154539822043646,0.52563221912537,0.716105399976368,1.35575,4.5685,0.49775,0.6015,0.19425,4.5175,13.65075,0.8935,2.191825,152.216175,29.775,14.28,403.13975,21.5275,51.3575,0.05
735799.139560185,23.6625,44.775,36.875,31.125,175,41,172.25,0.0158315959548911,0.507309612665432,0.701309267147448,1.39025,4.621,0.491,0.5845,0.179333333333333,4.91025,13.75175,0.80325,2.335575,150.7376,28.8775,14.2325,404.76875,21.4475,52.68,0.138
735799.142349537,23.3125,46.1,36.75,31,175,41.75,178.125,0.0159584212608714,0.508861133861134,0.704005671747607,1.4585,4.56825,0.56575,0.674,0.201,5.11325,13.8175,0.99925,2.27335,141.29865,26.8225,14.7275,409.32275,21.2525,54.215,0.0595
735799.145133102,22.95,48.15,37,31,177.125,46.75,220.125,0.0163077244068669,0.50522113022113,0.704005671747607,1.6605,5.20825,0.68375,0.831,0.2605,4.35075,17.4715,1.2885,2.34335,135.800475,20.52,15.4475,420.9375,19.9875,59.0025,0.11225
735799.148268519,22.34,48.7,38,33.3,176,45.7,211.6,0.0158937864352538,0.491710379868275,0.656409967515271,1.609,5.6158,1.6756,1.6014,0.5458,4.4766,16.4332,2.8486,2.34502,152.45624,23.62,15.358,411.8752,19.942,58.778,3.048
735799.151377315,22.675,47.825,39,36.25,175.5,43.5,214.75,0.0159300918257402,0.478341103341103,0.598950598950599,1.69575,5.743,1.4525,1.73,0.586,4.64575,17.176,2.35775,2.412075,142.671825,24.3925,13.9725,411.498,20.8475,55.245,2.16925
735799.154511574,22.62,48.63,38,34.6,176.5,46.4,235,0.0161434992047395,0.491427432216906,0.62860097885308,1.7512,5.7534,1.0002,1.1322,0.3906,4.6604,17.568,1.597,2.39014,146.66,21.304,13.754,417.7984,20.206,58.304,1.2422
735799.157618634,22.2125,50.225,38.75,33,177.25,49.25,245.625,0.0162649559763854,0.481612685560054,0.66000666000666,1.72175,5.443,1.27775,1.168,0.40725,4.96625,17.22225,1.71275,2.539475,155.396175,20.38,14.2125,420.2145,19.375,61.3875,1.901
735799.16041088,21.7625,51.675,40.25,33.375,176.625,50.75,249.25,0.0162803164786488,0.463245088245088,0.652447347794143,1.68275,5.32975,1.5135,1.30125,0.3945,4.27075,17.353,2.103,2.56595,155.938825,20.3775,14.365,421.56025,19.145,62.8575,1.897
735799.163530093,21.14,53.87,44.4,33.6,178.6,56.6,262.6,0.0163349452655199,0.418005103893053,0.648200874755497,1.6526,5.3058,1.3865,1.1138,0.3548,4.5466,16.1028,1.948,2.80516,263.96392,17.736,14.29,428.6982,18.21,67.22,3.1252
735799.166657986,21.225,52.6375,41.75,33.25,177.25,49.125,213.25,0.016046079630143,0.446161408190233,0.654992066756773,1.6335,5.36125,1.00725,0.88675,0.309,4.29625,15.6755,1.4055,2.51895,157.5564,23.9925,14.06,415.84375,19.7325,59.0325,3.6375
735799.169450231,21.15,53.1875,42,33.625,178.5,54,248.375,0.0161399712805686,0.442952026545333,0.647432754544256,1.6475,5.39325,1.1265,0.941,0.309,4.32125,16.395,1.67825,2.59545,207.1038,17.8425,14.145,429.1,18.8575,63.3475,3.25375
735799.1725625,20.88,53.94,41,33,178.9,53.8,244,0.0160983054799069,0.454083518107908,0.66000666000666,1.6114,5.3284,1.1022,0.9336,0.3,4.5068,15.8342,1.5706,2.51718,182.0595,17.608,14.458,429.505,18.256,65.526,2.5628
735799.175687211,20.7,54.45,41,33,178.75,54,237.75,0.0160713475340843,0.454083518107908,0.66000666000666,1.6005,5.33166666666667,1.09125,0.92825,0.3275,4.31575,15.844,1.5535,2.512625,180.975975,17.87,14.725,428.00825,17.99,66.53,2.43575
735799.178821759,20.54,54.74,40.6,32.2,178.2,52.8,225.8,0.0159984330271534,0.458813747228381,0.677331270879658,1.5868,5.1046,0.9554,0.7388,0.2384,4.4612,14.6928,1.2496,2.50074,177.19364,19.03,15.216,424.7182,18.23,65.378,1.979
735799.181929977,20.75,54.975,41.125,31.5,178,49.25,192,0.016276077305544,0.452799530929122,0.692662176533144,1.67875,5.0475,1.03925,0.7415,0.212,4.95125,14.8775,1.21325,2.594825,153.6329,21.2225,16.46,418.00425,19.5325,61.4175,2.05625
735799.185055556,21.42,51.97,41.2,31.1,177.6,47.2,180.1,0.0160316233689021,0.451943652553409,0.701700961608796,1.566,4.9126,0.906,0.5376,0.1944,4.6304,14.6064,0.9916,2.57814,160.40352,23.154,17.208,417.305,20.12,57.834,1.3868
735799.200340278,21.08,52.73,40.3,30,179.1,48.6,178.7,0.0159304480228608,0.462406326307222,0.728205128205128,1.466,4.6972,0.8148,0.5846,0.197,3.7692,14.21,0.893,2.5068,156.2985,21.098,16.312,431.415,19.286,60.658,0.292
735799.203466435,21.375,51.575,40,30.25,178.875,48.5,185.25,0.0158681593490365,0.465909090909091,0.722155264090748,1.48675,4.726,0.792,0.596,0.22225,4.179,14.0535,0.8915,2.550925,153.002,20.16,15.815,433.6895,19.2775,60.665,0.38225
735799.206590278,21.12,52.24,39.7,30,180.4,49.8,192.6,0.0158233782311571,0.469622957914097,0.728205128205128,1.4488,4.729,0.7412,0.523,0.1834,3.843,13.5442,0.8484,2.56838,152.44624,18.95,15.816,436.1866,18.566,63.476,0.2364
735799.209713541,21,51.425,38.5,29.75,179.375,46.75,174.25,0.0154616326106132,0.484884267779005,0.734672224327397,1.39475,4.57325,0.6955,0.509,0.166,3.91475,13.27625,0.79025,2.488075,147.823425,21.0425,15.755,433.49575,18.7425,61.165,0.0925
735799.212502894,21,50.875,38,29,178.5,45.25,167.625,0.0152962675559542,0.491427432216906,0.754073512694202,1.41,4.454,0.6835,0.474,0.16675,4.09475,12.93475,0.74325,2.495175,144.06205,21.8775,15.3775,431.842,18.7425,60.3125,0.27225
735799.215618056,21.04,50.26,37.4,29,178.7,43.8,163.5,0.0151487959067328,0.499703651019441,0.754073512694202,1.3582,4.347,0.594,0.3836,0.14125,3.9536,12.0238,0.6196,2.42482,142.15746,22.892,14.914,429.255,18.984,58.566,0.2856
